,struct_typ,year_built,no_stories,meandamage
9142,4,1996,1.0,0.2210599999999999
9143,3,2011,1.0,0.13291
9144,5,1901,1.0,0.11485
9145,4,1998,1.0,0.2256
9146,4,2002,1.0,0.23515
9147,3,2003,1.0,0.12412
9148,4,1991,1.0,0.21086
9149,5,1954,1.0,0.15095
9150,4,1975,1.0,0.18309
9151,5,1972,1.0,0.16901
9152,5,1934,1.0,0.13504
9153,5,1924,1.0,0.12827
9154,3,2011,1.0,0.13313
9155,5,1942,1.0,0.14079
9156,3,2005,2.0,0.10845
9157,3,2010,1.0,0.13184
9158,4,1961,1.0,0.16205
9159,4,1999,1.0,0.2252
9160,3,2010,1.0,0.12208
9161,3,2010,1.0,0.09615
9162,4,1964,1.0,0.1681099999999999
9163,4,1985,1.0,0.1997
9164,3,1997,1.0,0.11122
9165,3,2014,1.0,0.1405799999999999
9166,3,2014,1.0,0.13667
9167,3,2013,1.0,0.1393599999999999
9168,4,2000,1.0,0.23701
9169,4,2002,1.0,0.24206
9170,3,2010,1.0,0.1318099999999999
9171,4,1997,2.0,0.22198
9172,4,1983,1.0,0.19452
9173,3,1996,1.0,0.11652
9174,3,2000,1.0,0.1203299999999999
9175,3,2004,1.0,0.12435
9176,3,2004,1.0,0.12432
9177,3,2004,1.0,0.1243
9178,3,2004,1.0,0.12428
9179,5,1966,1.0,0.16498
9180,5,1915,1.0,0.12439
9181,4,1991,1.0,0.21347
9182,3,1997,1.0,0.11969
9183,4,1983,1.0,0.19818
9184,4,1997,1.0,0.22541
9185,3,2009,1.0,0.12893
9186,3,1996,1.0,0.11323
9187,4,1982,1.0,0.19708
9188,5,1905,1.0,0.1188
9189,5,1945,1.0,0.14539
9190,4,1925,1.0,0.13163
9191,5,1930,1.0,0.13408
9192,5,2014,1.0,0.23775
9193,1,2004,1.0,0.24379
9194,5,1915,1.0,0.12457
9195,5,1904,1.0,0.11792
9196,4,2005,1.0,0.2459
9197,1,1996,1.0,0.22403
9198,4,1994,2.0,0.21975
9199,5,1915,1.0,0.12426
9200,5,1915,1.0,0.12432
9201,4,1995,1.0,0.22234
9202,5,1915,1.0,0.12442
9203,1,2002,1.0,0.2325699999999999
9204,3,2013,1.0,0.10367
9205,3,2013,1.0,0.11673
9206,3,2013,2.0,0.1116
9207,4,1995,1.0,0.21793
9208,1,2003,2.0,0.23654
9209,4,1905,1.0,0.11577
9210,3,2011,1.0,0.12863
9211,3,2007,1.0,0.12361
9212,3,2007,1.0,0.1236299999999999
9213,4,2007,1.0,0.24593
9214,3,2007,1.0,0.11091
9215,3,2004,1.0,0.12458
9216,1,2004,2.0,0.23925
9217,3,2006,1.0,0.11592
9218,5,1945,1.0,0.14181
9219,4,1915,1.0,0.12182
9220,3,2008,1.0,0.12864
9221,4,1994,1.0,0.2148
9222,4,1997,1.0,0.2215599999999999
9223,4,1920,1.0,0.1250099999999999
9224,4,1976,1.0,0.18275
9225,3,1986,1.0,0.10772
9226,4,1986,1.0,0.19933
9227,3,1994,1.0,0.09665
9228,3,1994,2.0,0.10086
9229,5,1915,1.0,0.12215
9230,5,1925,1.0,0.12803
9231,5,1945,1.0,0.14257
9232,3,2009,1.0,0.1298099999999999
9233,5,1960,1.0,0.15558
9234,4,1977,1.0,0.18488
9235,3,2008,1.0,0.11487
9236,5,1915,1.0,0.12254
9237,5,1915,1.0,0.12252
9238,5,1915,1.0,0.12269
9239,5,1915,1.0,0.1225599999999999
9240,5,1925,1.0,0.12879
9241,4,1928,1.0,0.13201
9242,5,1930,1.0,0.13216
9243,3,2008,1.0,0.1119599999999999
9244,3,2008,1.0,0.1247
9245,3,2008,1.0,0.1070599999999999
9246,3,2008,1.0,0.12464
9247,3,2009,1.0,0.1187599999999999
9248,3,2013,1.0,0.13446
9249,3,2013,1.0,0.13445
9250,3,2004,1.0,0.10194
9251,4,1997,1.0,0.22116
9252,3,1998,1.0,0.1145099999999999
9253,3,1998,1.0,0.1145
9254,3,1999,1.0,0.11546
9255,1,1995,2.0,0.21799
9256,3,2011,1.0,0.12867
9257,3,2012,1.0,0.13019
9258,3,2012,1.0,0.13397
9259,3,1998,1.0,0.11854
9260,5,1915,1.0,0.12203
9261,4,1948,1.0,0.14904
9262,4,1960,1.0,0.1622299999999999
9263,5,1997,1.0,0.20177
9264,5,1925,1.0,0.12824
9265,4,1987,1.0,0.20182
9266,3,1999,1.0,0.12251
9267,3,2004,2.0,0.09594
9268,4,2000,2.0,0.23558
9269,3,2009,1.0,0.13365
9270,4,1980,1.0,0.19519
9271,3,2011,2.0,0.1134
9272,4,1997,1.0,0.22796
9273,3,1999,2.0,0.08631
9274,3,2001,1.0,0.12404
9275,3,2001,1.0,0.1239799999999999
9276,4,1987,1.0,0.20725
9277,4,1987,1.0,0.20715
9278,4,1998,1.0,0.2302
9279,4,1998,1.0,0.23025
9280,4,1998,1.0,0.2302
9281,1,2007,1.0,0.24803
9282,3,1999,1.0,0.11189
9283,3,2007,1.0,0.11379
9284,3,2007,1.0,0.1138
9285,3,2007,1.0,0.1009299999999999
9286,3,2010,1.0,0.1228
9287,3,2010,1.0,0.13389
9288,5,1975,1.0,0.17563
9289,5,1935,1.0,0.13562
9290,5,1938,1.0,0.13793
9291,5,1945,1.0,0.14334
9292,5,1948,1.0,0.14585
9293,4,1976,1.0,0.18445
9294,4,1978,1.0,0.18761
9295,4,1979,1.0,0.18903
9296,4,1993,1.0,0.2148
9297,3,2005,1.0,0.1141
9298,3,2005,1.0,0.13187
9299,3,2005,1.0,0.13189
9300,3,2005,1.0,0.13187
9301,4,1986,1.0,0.2017
9302,4,1986,1.0,0.20179
9303,4,1986,1.0,0.2018599999999999
9304,4,1986,1.0,0.20165
9305,4,1987,1.0,0.2112699999999999
9306,4,1996,1.0,0.22929
9307,4,1981,1.0,0.1976099999999999
9308,4,1981,1.0,0.1976099999999999
9309,3,1993,1.0,0.1175799999999999
9310,4,1995,2.0,0.22478
9311,3,1997,1.0,0.12192
9312,3,1996,1.0,0.1213099999999999
9313,4,1989,1.0,0.21491
9314,4,2001,1.0,0.24179
9315,4,1974,1.0,0.18855
9316,4,2002,1.0,0.2443699999999999
9317,4,1997,1.0,0.2323599999999999
9318,4,1979,1.0,0.19683
9319,4,1972,1.0,0.18585
9320,4,1989,1.0,0.21514
9321,5,1997,1.0,0.21019
9322,4,1973,1.0,0.18678
9323,4,1989,1.0,0.21449
9324,4,1998,1.0,0.23413
9325,3,1997,1.0,0.12267
9326,4,1989,1.0,0.21465
9327,3,2001,1.0,0.12674
9328,3,2005,1.0,0.1311
9329,3,2015,1.0,0.13806
9330,5,1927,1.0,0.13055
9331,4,1991,1.0,0.21145
9332,5,1940,1.0,0.13998
9333,5,1944,1.0,0.14221
9334,5,1944,1.0,0.14211
9335,4,1983,1.0,0.1952
9336,4,1960,1.0,0.16202
9337,4,2000,2.0,0.22993
9338,4,1986,1.0,0.20075
9339,5,1937,1.0,0.13701
9340,3,1992,1.0,0.11143
9341,4,1986,1.0,0.20124
9342,4,1986,1.0,0.20119
9343,3,2012,1.0,0.13424
9344,3,2007,1.0,0.12473
9345,1,2001,4.0,0.23256
9346,5,1937,1.0,0.13694
9347,4,1977,1.0,0.18539
9348,1,2012,4.0,0.24486
9349,1,1996,3.0,0.22073
9350,3,1996,1.0,0.1169999999999999
9351,4,1985,1.0,0.19907
9352,3,1998,1.0,0.11904
9353,4,1986,1.0,0.20179
9354,3,2000,1.0,0.12134
9355,4,1999,2.0,0.22608
9356,1,1993,2.0,0.2147
9357,1,2001,4.0,0.20228
9358,1,2001,3.0,0.23251
9359,4,1983,1.0,0.19563
9360,1,2001,3.0,0.23264
9361,1,2001,2.0,0.2285
9362,1,2013,4.0,0.24401
9363,1,2013,4.0,0.24391
9364,4,1983,1.0,0.19202
9365,3,1990,2.0,0.0957399999999999
9366,4,1993,1.0,0.2106199999999999
9367,1,2005,3.0,0.23819
9368,4,1968,1.0,0.16982
9369,3,1999,1.0,0.12085
9370,3,2013,1.0,0.13644
9371,5,1930,1.0,0.12984
9372,4,1951,1.0,0.15012
9373,4,1994,2.0,0.21299
9374,4,1964,1.0,0.16485
9375,1,2013,4.0,0.24415
9376,4,1984,2.0,0.19399
9377,4,1976,1.0,0.1811
9378,4,1996,1.0,0.21693
9379,4,1986,1.0,0.19723
9380,5,1946,1.0,0.14142
9381,4,1968,1.0,0.16973
9382,4,1983,1.0,0.19202
9383,3,1999,1.0,0.1208099999999999
9384,3,2010,1.0,0.1156099999999999
9385,4,1975,1.0,0.18189
9386,3,1993,1.0,0.1124
9387,4,1970,1.0,0.17253
9388,5,1937,1.0,0.13618
9389,3,2012,1.0,0.1332
9390,4,1978,1.0,0.1864
9391,3,2011,1.0,0.11045
9392,3,2011,1.0,0.11027
9393,3,2007,1.0,0.126
9394,3,1995,1.0,0.11597
9395,4,1979,1.0,0.18574
9396,4,1976,1.0,0.18112
9397,4,2002,1.0,0.23048
9398,5,1927,1.0,0.1275099999999999
9399,5,1950,1.0,0.1449
9400,3,2004,1.0,0.12292
9401,4,1993,2.0,0.21105
9402,4,1979,1.0,0.18604
9403,4,1928,2.0,0.1298099999999999
9404,4,1984,1.0,0.19414
9405,3,1998,1.0,0.119
9406,5,1935,1.0,0.1333599999999999
9407,1,1989,1.0,0.20325
9408,4,1989,1.0,0.20319
9409,4,1991,1.0,0.2070199999999999
9410,3,2015,1.0,0.1353599999999999
9411,3,2015,1.0,0.13534
9412,3,2015,1.0,0.13525
9413,4,1985,1.0,0.19588
9414,4,2001,1.0,0.22829
9415,4,2003,1.0,0.2371199999999999
9416,5,1925,1.0,0.1265599999999999
9417,5,1930,1.0,0.12983
9418,1,1986,3.0,0.19785
9419,4,1987,2.0,0.19965
9420,4,1992,1.0,0.2092099999999999
9421,3,1995,1.0,0.11444
9422,4,1999,1.0,0.23842
9423,5,1931,1.0,0.13902
9424,5,1941,1.0,0.14665
9425,4,1999,1.0,0.2385199999999999
9426,4,1976,1.0,0.19285
9427,4,1976,1.0,0.19278
9428,4,1971,1.0,0.18507
9429,4,1979,1.0,0.19752
9430,5,1978,1.0,0.1852099999999999
9431,5,1928,1.0,0.13747
9432,5,1940,1.0,0.14648
9433,3,1997,1.0,0.1238599999999999
9434,5,1915,1.0,0.1282599999999999
9435,3,2004,1.0,0.13195
9436,5,1925,1.0,0.1358
9437,5,1945,1.0,0.15104
9438,5,1937,1.0,0.14449
9439,4,1936,1.0,0.14605
9440,5,1936,1.0,0.14373
9441,5,1964,1.0,0.16919
9442,4,1980,1.0,0.20118
9443,4,1994,1.0,0.2285599999999999
9444,4,1987,1.0,0.2143
9445,5,1935,1.0,0.14321
9446,5,1954,1.0,0.1592299999999999
9447,4,1964,1.0,0.17697
9448,4,1992,1.0,0.22429
9449,5,1952,1.0,0.15737
9450,3,2004,1.0,0.13196
9451,5,2004,1.0,0.22313
9452,5,2004,1.0,0.2231199999999999
9453,3,2015,2.0,0.1192299999999999
9454,4,1992,2.0,0.2204
9455,4,1995,1.0,0.22653
9456,4,1956,1.0,0.16552
9457,3,2002,1.0,0.12884
9458,5,1973,1.0,0.1774599999999999
9459,5,1901,1.0,0.1196599999999999
9460,5,1976,1.0,0.18084
9461,4,1998,1.0,0.2349699999999999
9462,4,2003,1.0,0.2474599999999999
9463,4,1972,1.0,0.18591
9464,3,2013,2.0,0.11715
9465,4,1977,1.0,0.19422
9466,5,1907,1.0,0.12318
9467,5,1947,1.0,0.1512599999999999
9468,4,1992,1.0,0.2219199999999999
9469,4,1945,1.0,0.15317
9470,5,1976,1.0,0.18128
9471,4,1999,1.0,0.23793
9472,5,1941,1.0,0.14624
9473,5,1922,1.0,0.1323599999999999
9474,5,1940,1.0,0.1454099999999999
9475,5,1901,1.0,0.11985
9476,4,1986,1.0,0.20993
9477,5,1901,1.0,0.11986
9478,4,1974,1.0,0.18892
9479,4,1992,1.0,0.22135
9480,5,1972,1.0,0.17584
9481,5,1924,1.0,0.13339
9482,3,1997,1.0,0.12324
9483,3,1997,1.0,0.12322
9484,5,1957,1.0,0.1603
9485,5,1990,1.0,0.20096
9486,4,1974,1.0,0.19045
9487,3,2005,1.0,0.13288
9488,3,2004,1.0,0.1146799999999999
9489,3,2004,1.0,0.11473
9490,5,1941,1.0,0.14587
9491,4,1990,1.0,0.2172
9492,5,1961,1.0,0.16396
9493,4,1942,1.0,0.14986
9494,4,1976,1.0,0.19371
9495,4,1999,1.0,0.23951
9496,4,1999,1.0,0.23868
9497,3,1993,1.0,0.11937
9498,5,1946,1.0,0.1509
9499,5,1972,1.0,0.17707
9500,5,1928,1.0,0.13716
9501,5,2004,1.0,0.22487
9502,4,1931,1.0,0.14094
9503,1,1999,2.0,0.23903
9504,4,1912,1.0,0.1265599999999999
9505,5,1934,1.0,0.14168
9506,5,1924,1.0,0.13458
9507,5,1932,1.0,0.14024
9508,3,1997,1.0,0.12272
9509,4,1997,1.0,0.23195
9510,4,2004,1.0,0.24943
9511,4,1995,2.0,0.2272699999999999
9512,5,1949,1.0,0.15215
9513,5,1935,1.0,0.14077
9514,4,2002,1.0,0.24486
9515,3,2001,1.0,0.1234099999999999
9516,5,1944,1.0,0.14809
9517,5,1954,1.0,0.1568
9518,5,1938,1.0,0.14325
9519,5,1929,1.0,0.13651
9520,4,1977,1.0,0.19318
9521,4,1951,2.0,0.1587599999999999
9522,5,1925,1.0,0.13451
9523,5,1934,1.0,0.14085
9524,4,1941,1.0,0.14918
9525,5,1941,1.0,0.14607
9526,5,1941,1.0,0.1462099999999999
9527,4,1964,1.0,0.17507
9528,4,1975,1.0,0.19057
9529,5,1930,1.0,0.13838
9530,5,1934,1.0,0.14132
9531,5,1934,1.0,0.14131
9532,5,1942,1.0,0.14755
9533,5,1950,1.0,0.15441
9534,5,1933,1.0,0.1405799999999999
9535,5,1947,1.0,0.1517
9536,5,1924,1.0,0.13396
9537,3,2006,1.0,0.11127
9538,3,2008,1.0,0.10044
9539,3,2008,1.0,0.10046
9540,3,2008,1.0,0.1004299999999999
9541,3,2009,1.0,0.1093099999999999
9542,3,2011,1.0,0.1223
9543,4,1959,1.0,0.16304
9544,3,1993,1.0,0.11223
9545,5,1946,1.0,0.14517
9546,4,1984,1.0,0.19898
9547,5,1940,1.0,0.14039
9548,5,1933,1.0,0.13525
9549,4,1994,1.0,0.218
9550,3,2014,1.0,0.13341
9551,1,1992,1.0,0.2135099999999999
9552,4,1975,1.0,0.18485
9553,4,2002,1.0,0.23746
9554,4,1993,1.0,0.2168699999999999
9555,4,1991,1.0,0.2128199999999999
9556,4,1901,1.0,0.11489
9557,5,1945,1.0,0.14461
9558,4,1938,1.0,0.14165
9559,5,1947,1.0,0.14579
9560,5,1954,1.0,0.15248
9561,4,1995,1.0,0.2211699999999999
9562,4,1990,1.0,0.21088
9563,4,1987,1.0,0.20515
9564,5,1948,1.0,0.14736
9565,3,2001,1.0,0.1233799999999999
9566,4,1969,1.0,0.17632
9567,4,1980,1.0,0.1929799999999999
9568,4,1981,1.0,0.19473
9569,4,1980,1.0,0.1930599999999999
9570,4,1980,1.0,0.19313
9571,4,1980,1.0,0.19266
9572,4,1980,1.0,0.1927299999999999
9573,4,1980,1.0,0.19278
9574,4,1982,1.0,0.1962
9575,5,1954,1.0,0.15239
9576,5,1925,1.0,0.13007
9577,5,1954,1.0,0.1524299999999999
9578,3,2010,1.0,0.13305
9579,4,1970,1.0,0.1775
9580,4,1991,1.0,0.21279
9581,4,1980,1.0,0.19264
9582,3,1972,1.0,0.0997
9583,5,1947,1.0,0.14589
9584,4,1972,1.0,0.18002
9585,4,1976,1.0,0.18605
9586,5,1992,1.0,0.19652
9587,4,1992,1.0,0.2145
9588,4,1972,1.0,0.18019
9589,4,1995,1.0,0.22086
9590,4,2000,1.0,0.2323199999999999
9591,4,1959,1.0,0.16308
9592,5,1901,1.0,0.11585
9593,4,1930,1.0,0.13365
9594,4,1988,1.0,0.2049699999999999
9595,3,1998,1.0,0.11582
9596,4,1945,1.0,0.1477099999999999
9597,4,1988,1.0,0.20571
9598,5,1938,1.0,0.13863
9599,3,2001,1.0,0.12275
9600,4,1975,1.0,0.18407
9601,5,1930,1.0,0.1338599999999999
9602,5,1955,1.0,0.15385
9603,4,1995,1.0,0.22184
9604,4,1988,1.0,0.20647
9605,5,1940,1.0,0.14015
9606,4,1992,2.0,0.21393
9607,3,2011,1.0,0.13374
9608,3,2014,1.0,0.13717
9609,5,1955,1.0,0.15244
9610,5,1968,1.0,0.16526
9611,5,1955,1.0,0.15247
9612,5,1901,1.0,0.11549
9613,4,1973,1.0,0.18225
9614,5,1912,1.0,0.12245
9615,4,2003,1.0,0.24069
9616,4,1968,1.0,0.17534
9617,5,1968,1.0,0.16679
9618,4,1980,1.0,0.19293
9619,4,1981,1.0,0.19464
9620,4,1959,1.0,0.16255
9621,4,1972,1.0,0.17959
9622,3,2010,1.0,0.1166099999999999
9623,3,2011,1.0,0.13452
9624,4,1985,1.0,0.20165
9625,4,1985,1.0,0.20163
9626,5,1924,1.0,0.13494
9627,4,1937,1.0,0.14694
9628,4,1934,1.0,0.14427
9629,5,1932,1.0,0.14075
9630,5,1964,1.0,0.16915
9631,5,1938,1.0,0.14532
9632,4,1952,1.0,0.16225
9633,5,1942,1.0,0.14854
9634,4,1905,1.0,0.1179
9635,5,1938,1.0,0.1398599999999999
9636,3,2011,1.0,0.13191
9637,3,2011,1.0,0.11845
9638,3,2013,1.0,0.12673
9639,5,1928,1.0,0.13772
9640,1,2001,1.0,0.24502
9641,4,1998,1.0,0.22884
9642,3,2007,1.0,0.1193299999999999
9643,4,1999,1.0,0.23113
9644,5,1955,1.0,0.1540099999999999
9645,4,1977,1.0,0.1887
9646,5,1940,1.0,0.14142
9647,3,2014,1.0,0.12694
9648,4,1988,1.0,0.20645
9649,4,1988,1.0,0.20643
9650,4,1917,1.0,0.1247099999999999
9651,4,1980,1.0,0.1919799999999999
9652,4,1974,1.0,0.18411
9653,5,1925,1.0,0.13062
9654,5,1960,1.0,0.15875
9655,3,1995,1.0,0.11463
9656,1,1996,1.0,0.2201
9657,1,1996,1.0,0.2200599999999999
9658,4,1998,1.0,0.22355
9659,4,1974,1.0,0.18022
9660,4,1978,1.0,0.18627
9661,3,1995,1.0,0.11219
9662,4,2004,1.0,0.23881
9663,3,1990,1.0,0.11098
9664,4,1976,1.0,0.18341
9665,3,1994,1.0,0.1148
9666,4,1976,1.0,0.1835
9667,5,1959,1.0,0.15424
9668,3,2004,1.0,0.1137599999999999
9669,5,1949,1.0,0.14538
9670,5,1961,1.0,0.15621
9671,3,2012,1.0,0.12934
9672,3,2007,1.0,0.12695
9673,5,1901,1.0,0.11417
9674,3,2007,1.0,0.12689
9675,4,1999,2.0,0.2255
9676,4,1901,1.0,0.11317
9677,4,1996,1.0,0.21984
9678,4,1991,1.0,0.20943
9679,1,2003,2.0,0.2345
9680,3,1994,1.0,0.11394
9681,4,1974,1.0,0.17897
9682,5,1901,1.0,0.1141099999999999
9683,4,1995,1.0,0.21602
9684,5,1964,1.0,0.15852
9685,3,2004,1.0,0.12404
9686,3,1998,1.0,0.11805
9687,3,2011,1.0,0.11546
9688,3,2011,1.0,0.1156099999999999
9689,1,2002,1.0,0.23425
9690,3,2011,1.0,0.11571
9691,3,2011,1.0,0.13265
9692,3,2011,1.0,0.12086
9693,3,2008,1.0,0.07865
9694,3,2008,1.0,0.08334
9695,4,1978,1.0,0.1863
9696,4,1978,1.0,0.18634
9697,5,1950,1.0,0.14652
9698,4,2001,1.0,0.23124
9699,4,2001,2.0,0.23114
9700,3,2011,1.0,0.13217
9701,3,1999,1.0,0.1153
9702,3,2011,1.0,0.13233
9703,4,1978,1.0,0.1862599999999999
9704,4,1958,1.0,0.15919
9705,4,1972,1.0,0.17705
9706,3,2001,1.0,0.12105
9707,4,1978,1.0,0.18632
9708,4,1992,1.0,0.2109199999999999
9709,4,1972,1.0,0.17719
9710,4,1978,1.0,0.1860099999999999
9711,4,1971,1.0,0.17586
9712,4,1961,1.0,0.16278
9713,4,1978,1.0,0.18615
9714,5,1940,1.0,0.13833
9715,4,1978,1.0,0.18632
9716,4,1978,1.0,0.18632
9717,4,1978,1.0,0.1861799999999999
9718,4,1974,1.0,0.18424
9719,3,2010,1.0,0.12995
9720,5,1901,1.0,0.11659
9721,5,1925,1.0,0.1307
9722,4,1930,1.0,0.13559
9723,5,1935,1.0,0.13767
9724,5,1975,1.0,0.17504
9725,5,1954,1.0,0.15194
9726,3,2009,1.0,0.12783
9727,5,1903,1.0,0.11777
9728,5,1901,1.0,0.11667
9729,5,1938,1.0,0.13996
9730,5,1960,1.0,0.15894
9731,4,1960,1.0,0.16534
9732,4,1967,1.0,0.17434
9733,4,1975,1.0,0.18579
9734,4,1986,1.0,0.2045
9735,5,1915,1.0,0.12451
9736,5,1920,1.0,0.12759
9737,5,1938,1.0,0.14003
9738,5,1950,1.0,0.14977
9739,4,1978,1.0,0.19053
9740,5,1950,1.0,0.14986
9741,5,1910,1.0,0.12162
9742,3,2012,1.0,0.13419
9743,3,2012,1.0,0.13424
9744,3,2012,1.0,0.13421
9745,4,1949,1.0,0.15174
9746,4,1995,1.0,0.22259
9747,5,1942,1.0,0.14331
9748,4,1986,1.0,0.20448
9749,4,1999,1.0,0.2309
9750,4,1975,1.0,0.18538
9751,4,1998,1.0,0.2283099999999999
9752,1,2003,2.0,0.2405199999999999
9753,4,2001,1.0,0.23558
9754,1,1992,3.0,0.21324
9755,4,1998,1.0,0.2284199999999999
9756,3,2010,1.0,0.13254
9757,4,2000,2.0,0.23354
9758,3,2007,1.0,0.11944
9759,5,1925,1.0,0.13069
9760,5,1930,1.0,0.13408
9761,5,1945,1.0,0.14537
9762,4,1974,1.0,0.18384
9763,4,1983,1.0,0.19833
9764,3,2008,1.0,0.12662
9765,5,1946,1.0,0.14509
9766,3,2013,1.0,0.13718
9767,3,2011,1.0,0.1347799999999999
9768,5,1904,1.0,0.11725
9769,3,1990,1.0,0.1136099999999999
9770,4,1989,1.0,0.20979
9771,4,1994,1.0,0.21991
9772,5,1950,1.0,0.1485
9773,5,1954,1.0,0.15197
9774,5,1901,1.0,0.11569
9775,5,1945,1.0,0.14432
9776,5,1905,1.0,0.11785
9777,4,1974,1.0,0.18268
9778,5,1947,1.0,0.14598
9779,5,1942,1.0,0.1436599999999999
9780,5,1929,1.0,0.13399
9781,4,1983,1.0,0.19962
9782,5,1929,1.0,0.13401
9783,5,1919,1.0,0.12746
9784,3,2004,1.0,0.12686
9785,3,2004,1.0,0.12684
9786,5,1937,1.0,0.14138
9787,4,1978,1.0,0.19112
9788,3,2003,1.0,0.11019
9789,3,2011,1.0,0.1355
9790,4,1978,1.0,0.1928
9791,1,1995,2.0,0.22303
9792,5,1938,1.0,0.1404099999999999
9793,4,1996,2.0,0.22513
9794,5,1949,1.0,0.1513
9795,3,2004,1.0,0.12912
9796,5,1950,1.0,0.15209
9797,5,1957,1.0,0.1585
9798,5,1921,1.0,0.13025
9799,4,2001,1.0,0.2398199999999999
9800,3,2012,1.0,0.13826
9801,5,1947,1.0,0.1473799999999999
9802,5,1934,1.0,0.13726
9803,4,2004,1.0,0.2476199999999999
9804,4,2004,1.0,0.24761
9805,3,2004,1.0,0.11105
9806,3,2004,2.0,0.1110299999999999
9807,5,1947,1.0,0.14949
9808,5,1957,1.0,0.15858
9809,4,1980,1.0,0.19444
9810,5,1950,1.0,0.15216
9811,5,1929,1.0,0.1356
9812,5,1937,1.0,0.14146
9813,5,1953,1.0,0.15481
9814,4,1960,1.0,0.16807
9815,3,2012,1.0,0.1384099999999999
9816,4,1962,1.0,0.1708
9817,4,2001,1.0,0.2404099999999999
9818,4,2001,1.0,0.24039
9819,5,1935,1.0,0.14007
9820,5,1951,1.0,0.15316
9821,5,1927,1.0,0.13257
9822,4,1998,2.0,0.22976
9823,4,1978,1.0,0.19122
9824,3,2011,1.0,0.13756
9825,3,2011,1.0,0.13755
9826,3,2015,1.0,0.14236
9827,3,2015,1.0,0.14239
9828,3,2004,1.0,0.12685
9829,5,2004,1.0,0.21744
9830,3,2011,1.0,0.1348
9831,3,1996,1.0,0.11014
9832,4,1976,1.0,0.18949
9833,4,1999,1.0,0.23425
9834,4,2001,1.0,0.23922
9835,5,1930,1.0,0.13476
9836,5,1930,1.0,0.13627
9837,3,2012,1.0,0.13842
9838,5,1934,1.0,0.13909
9839,3,2008,1.0,0.12967
9840,3,2008,1.0,0.13346
9841,4,1994,1.0,0.2235199999999999
9842,4,1991,1.0,0.21702
9843,4,1991,1.0,0.21705
9844,5,1918,1.0,0.1266
9845,5,1932,1.0,0.13592
9846,5,1956,1.0,0.1554299999999999
9847,5,1924,1.0,0.13044
9848,4,1974,1.0,0.18456
9849,5,1924,1.0,0.13035
9850,4,1930,1.0,0.13774
9851,4,1978,1.0,0.19343
9852,5,1927,1.0,0.13421
9853,5,1931,1.0,0.13522
9854,4,1989,1.0,0.2132599999999999
9855,5,1930,1.0,0.13449
9856,5,1938,1.0,0.14039
9857,4,1977,1.0,0.18937
9858,5,1950,1.0,0.15225
9859,3,2012,1.0,0.1384
9860,3,2012,1.0,0.1384
9861,5,1941,1.0,0.1446
9862,5,1948,1.0,0.15039
9863,4,1974,1.0,0.18727
9864,4,1955,1.0,0.16211
9865,5,1931,1.0,0.1370299999999999
9866,4,1990,1.0,0.21527
9867,3,2000,2.0,0.10839
9868,5,1957,1.0,0.15811
9869,5,1950,1.0,0.15173
9870,3,2003,1.0,0.12385
9871,4,1978,1.0,0.19296
9872,4,1994,1.0,0.22311
9873,4,1998,1.0,0.23203
9874,5,1971,1.0,0.17271
9875,3,2005,1.0,0.12984
9876,3,1993,1.0,0.1178099999999999
9877,5,1947,1.0,0.14911
9878,4,1985,1.0,0.20485
9879,4,1985,1.0,0.20494
9880,4,1992,2.0,0.2183
9881,4,1993,1.0,0.22038
9882,5,1950,1.0,0.15131
9883,4,1988,1.0,0.21089
9884,3,2001,1.0,0.12575
9885,3,1995,1.0,0.1197299999999999
9886,3,2008,1.0,0.1333
9887,4,1977,1.0,0.19155
9888,4,1989,2.0,0.21272
9889,4,2002,1.0,0.2419199999999999
9890,4,1986,2.0,0.20694
9891,4,1978,1.0,0.1908099999999999
9892,4,1998,1.0,0.23233
9893,5,1927,1.0,0.1341099999999999
9894,5,1935,1.0,0.1398599999999999
9895,4,1999,1.0,0.23494
9896,4,1993,2.0,0.21852
9897,1,1998,1.0,0.22962
9898,4,1972,1.0,0.18389
9899,4,1999,1.0,0.23141
9900,4,1977,1.0,0.18896
9901,4,1990,1.0,0.21195
9902,1,1986,2.0,0.20513
9903,3,1991,1.0,0.11506
9904,3,2005,1.0,0.12882
9905,3,2005,1.0,0.12872
9906,3,2005,1.0,0.12866
9907,5,1935,1.0,0.13773
9908,5,1950,1.0,0.14968
9909,3,1993,1.0,0.11655
9910,3,1993,1.0,0.11655
9911,4,1958,1.0,0.16354
9912,5,1947,1.0,0.1471
9913,1,2005,2.0,0.24653
9914,1,2000,2.0,0.2336099999999999
9915,4,2002,1.0,0.23844
9916,4,1995,1.0,0.22233
9917,4,1952,1.0,0.15619
9918,4,1952,1.0,0.1562
9919,4,1952,1.0,0.1561799999999999
9920,4,1996,1.0,0.22439
9921,4,1992,1.0,0.21222
9922,3,2004,1.0,0.12458
9923,4,1993,2.0,0.2139199999999999
9924,1,1991,1.0,0.2154599999999999
9925,1,1991,1.0,0.21528
9926,1,1991,2.0,0.2152
9927,1,1991,2.0,0.21308
9928,1,1991,1.0,0.2147
9929,3,1991,1.0,0.11531
9930,1,1991,1.0,0.21509
9931,1,1991,1.0,0.2151199999999999
9932,4,1979,1.0,0.19234
9933,4,1978,2.0,0.19085
9934,4,1983,1.0,0.19926
9935,4,1981,1.0,0.19577
