,struct_typ,year_built,no_stories,meandamage
2937,1,1986,3.0,0.18922
2938,4,1989,3.0,0.1944
2939,4,1989,2.0,0.19441
2940,3,1996,2.0,0.09146
2941,4,1993,2.0,0.20195
2942,4,1973,1.0,0.1692
2943,5,1934,1.0,0.12688
2944,1,2005,3.0,0.22849
2945,4,1979,2.0,0.1781
2946,4,1979,1.0,0.17803
2947,1,1986,3.0,0.1892599999999999
2948,4,1989,3.0,0.19435
2949,4,1989,3.0,0.19441
2950,4,1971,1.0,0.1665599999999999
2951,4,1989,2.0,0.19445
2952,3,2002,1.0,0.1142599999999999
2953,3,1995,1.0,0.10805
2954,4,1997,1.0,0.21353
2955,3,2004,1.0,0.11961
2956,3,2003,3.0,0.0862
2957,1,1995,2.0,0.20924
2958,1,1986,3.0,0.19108
2959,3,2013,1.0,0.1294799999999999
2960,4,2007,1.0,0.23725
2961,1,2006,1.0,0.23458
2962,3,2007,1.0,0.11918
2963,3,2006,4.0,0.08174
2964,3,2006,1.0,0.1181099999999999
2965,3,2002,1.0,0.11759
2966,1,1997,2.0,0.21347
2967,3,1995,1.0,0.11115
2968,1,1996,3.0,0.21125
2969,4,1953,1.0,0.14714
2970,1,1985,2.0,0.18922
2971,1,2006,3.0,0.2348599999999999
2972,3,2011,1.0,0.1272
2973,3,2013,1.0,0.1295
2974,3,2006,1.0,0.1217
2975,3,1998,4.0,0.07337
2976,1,1993,3.0,0.2045
2977,4,1990,2.0,0.19867
2978,4,1997,2.0,0.21261
2979,3,2012,1.0,0.12733
2980,1,1995,2.0,0.2095
2981,3,1998,4.0,0.06581
2982,1,1994,4.0,0.17633
2983,1,2003,11.0,0.15786
2984,1,2003,15.0,0.14239
2985,1,2003,2.0,0.22771
2986,4,1981,2.0,0.18279
2987,4,1958,2.0,0.15248
2988,5,1971,1.0,0.15939
2989,4,1980,1.0,0.1812099999999999
2990,4,1989,2.0,0.19768
2991,1,1994,3.0,0.20733
2992,4,1994,1.0,0.20734
2993,4,1978,2.0,0.1782
2994,1,2010,2.0,0.2439599999999999
2995,3,1995,1.0,0.11127
2996,1,2004,3.0,0.22979
2997,1,2003,15.0,0.1422
2998,1,1997,3.0,0.21145
2999,4,1977,1.0,0.17674
3000,1,1989,1.0,0.19771
3001,1,2004,3.0,0.2296099999999999
3002,1,2006,3.0,0.2347
3003,3,2011,1.0,0.1272
3004,4,1994,1.0,0.20738
3005,1,2013,5.0,0.23785
3006,1,1995,3.0,0.20714
3007,1,1997,3.0,0.2133699999999999
3008,3,1994,2.0,0.10107
3009,3,1999,1.0,0.10515
3010,3,2010,2.0,0.10098
3011,3,1999,2.0,0.10004
3012,1,1995,3.0,0.2091599999999999
3013,3,1999,1.0,0.1147599999999999
3014,1,2004,3.0,0.2282699999999999
3015,4,1977,1.0,0.1769
3016,5,1946,1.0,0.13702
3017,4,1996,2.0,0.2103
3018,1,1992,3.0,0.20226
3019,1,2009,1.0,0.2414
3020,3,2012,3.0,0.09969
3021,1,1996,5.0,0.17538
3022,3,1997,2.0,0.09444
3023,1,2013,5.0,0.22653
3024,3,1997,1.0,0.1131799999999999
3025,1,2004,4.0,0.2096199999999999
3026,1,2002,3.0,0.22538
3027,1,2000,3.0,0.22077
3028,4,1983,2.0,0.1861
3029,4,1983,2.0,0.18615
3030,5,1941,1.0,0.13312
3031,4,1971,1.0,0.16832
3032,4,1989,1.0,0.19641
3033,3,2004,1.0,0.11888
3034,4,1971,2.0,0.16831
3035,4,1989,1.0,0.19646
3036,4,1989,1.0,0.19645
3037,1,2004,1.0,0.22996
3038,3,1996,1.0,0.11218
3039,3,2010,1.0,0.12611
3040,3,2010,1.0,0.12255
3041,4,1996,2.0,0.2116699999999999
3042,3,1996,2.0,0.09791
3043,1,2004,4.0,0.21508
3044,1,2005,1.0,0.2324
3045,1,2002,4.0,0.2163199999999999
3046,4,1990,2.0,0.19855
3047,4,1990,2.0,0.19859
3048,4,1991,2.0,0.20051
3049,4,1991,2.0,0.20052
3050,1,1991,2.0,0.20054
3051,4,1991,2.0,0.20049
3052,4,1990,2.0,0.19857
3053,1,2012,4.0,0.24738
3054,4,1970,1.0,0.16731
3055,5,1940,2.0,0.13252
3056,1,2012,4.0,0.24722
3057,1,2012,4.0,0.24731
3058,4,1970,1.0,0.16713
3059,4,1989,2.0,0.19665
3060,1,2004,2.0,0.22823
3061,4,1979,1.0,0.18006
3062,3,1995,1.0,0.11068
3063,1,1984,3.0,0.18778
3064,1,1984,3.0,0.18782
3065,1,1984,3.0,0.18778
3066,1,1991,3.0,0.20035
3067,3,1990,2.0,0.1064099999999999
3068,1,1985,3.0,0.1894
3069,4,1985,1.0,0.18985
3070,3,1982,2.0,0.08759
3071,4,1983,2.0,0.18624
3072,4,1971,1.0,0.1683599999999999
3073,4,1973,2.0,0.17113
3074,4,1973,2.0,0.17112
3075,4,1972,1.0,0.16973
3076,4,1975,1.0,0.17392
3077,5,1933,1.0,0.12774
3078,4,1991,1.0,0.19879
3079,4,1987,1.0,0.1915099999999999
3080,4,1981,1.0,0.1816299999999999
3081,4,1982,1.0,0.18336
3082,4,1982,1.0,0.18319
3083,4,1982,1.0,0.18324
3084,4,1981,1.0,0.18169
3085,4,1996,1.0,0.2088199999999999
3086,4,1990,2.0,0.19685
3087,4,1995,1.0,0.20648
3088,5,2007,1.0,0.2075699999999999
3089,4,1980,1.0,0.18015
3090,4,1991,1.0,0.19883
3091,4,1991,1.0,0.1988599999999999
3092,4,1998,1.0,0.21279
3093,4,1986,1.0,0.18965
3094,4,1985,1.0,0.18811
3095,4,1990,1.0,0.19696
3096,3,1999,1.0,0.11319
3097,5,1948,1.0,0.1374
3098,4,1997,1.0,0.21049
3099,5,1940,1.0,0.13137
3100,1,2007,2.0,0.23392
3101,3,1998,1.0,0.1122599999999999
3102,3,1998,1.0,0.11233
3103,4,1993,1.0,0.20245
3104,4,1987,1.0,0.1914799999999999
3105,3,1994,1.0,0.10889
3106,4,1997,1.0,0.2107099999999999
3107,5,1937,1.0,0.1297299999999999
3108,4,1956,1.0,0.14935
3109,5,1934,1.0,0.12757
3110,5,1947,1.0,0.13672
3111,4,1985,1.0,0.18809
3112,4,1981,1.0,0.18165
3113,4,1979,1.0,0.17861
3114,5,1931,1.0,0.12544
3115,3,2013,1.0,0.11168
3116,4,1946,1.0,0.13979
3117,3,2015,1.0,0.12675
3118,3,2003,3.0,0.1173599999999999
3119,4,1980,1.0,0.18051
3120,4,1980,1.0,0.18057
3121,4,1981,1.0,0.18211
3122,4,1995,1.0,0.2071
3123,4,1992,1.0,0.20129
3124,4,1989,1.0,0.19564
3125,3,2011,1.0,0.1258
3126,1,1999,2.0,0.21553
3127,3,2013,1.0,0.12802
3128,5,1946,1.0,0.13623
3129,1,2006,2.0,0.23167
3130,3,2004,1.0,0.1181599999999999
3131,3,2011,1.0,0.12563
3132,3,2010,2.0,0.11419
3133,4,1987,1.0,0.19183
3134,3,2010,3.0,0.09643
3135,1,1992,2.0,0.2013
3136,5,1937,1.0,0.12944
3137,5,1938,1.0,0.13018
3138,4,1995,1.0,0.20685
3139,1,1993,2.0,0.20292
3140,4,1992,2.0,0.20065
3141,3,2004,1.0,0.11809
3142,1,2008,2.0,0.23676
3143,4,1997,2.0,0.21088
3144,4,1975,1.0,0.17299
3145,4,1981,1.0,0.18194
3146,3,1997,1.0,0.11172
3147,4,1981,1.0,0.18178
3148,4,1981,1.0,0.18179
3149,1,2004,2.0,0.2267199999999999
3150,1,2008,2.0,0.23688
3151,5,1937,1.0,0.12945
3152,5,1931,1.0,0.1254299999999999
3153,5,1947,1.0,0.13672
3154,4,1979,1.0,0.1785
3155,5,1941,1.0,0.13222
3156,4,2001,2.0,0.21946
3157,1,2005,2.0,0.22905
3158,4,1996,1.0,0.2089
3159,4,1937,1.0,0.1318
3160,4,1994,1.0,0.2046599999999999
3161,5,1932,1.0,0.12611
3162,4,1934,1.0,0.12877
3163,5,1941,1.0,0.1318099999999999
3164,4,1991,2.0,0.19895
3165,5,1946,1.0,0.13608
3166,4,1957,1.0,0.1505
3167,4,1984,1.0,0.18665
3168,5,1946,1.0,0.1362
3169,4,1983,1.0,0.18456
3170,4,2009,1.0,0.2391599999999999
3171,4,1993,1.0,0.20227
3172,4,1975,1.0,0.17234
3173,4,1954,1.0,0.14695
3174,5,1956,1.0,0.14384
3175,4,1995,1.0,0.20684
3176,1,2007,3.0,0.20798
3177,4,1995,2.0,0.20645
3178,5,1947,1.0,0.1365
3179,1,1997,2.0,0.21036
3180,4,1997,1.0,0.21034
3181,4,1984,1.0,0.18611
3182,3,1998,1.0,0.11223
3183,4,1983,2.0,0.18466
3184,5,1937,1.0,0.1294
3185,4,1938,1.0,0.13241
3186,4,1987,1.0,0.19145
3187,4,1998,1.0,0.21273
3188,3,2006,3.0,0.0899
3189,5,1940,1.0,0.13166
3190,4,1993,2.0,0.20472
3191,1,1984,3.0,0.18822
3192,4,1989,2.0,0.19671
3193,4,1990,2.0,0.1986
3194,1,1997,2.0,0.2126199999999999
3195,1,1991,3.0,0.1988599999999999
3196,4,1989,3.0,0.19721
3197,4,1989,3.0,0.19716
3198,1,2014,7.0,0.20618
3199,4,1988,2.0,0.19542
3200,4,1980,1.0,0.18037
3201,4,1980,1.0,0.18041
3202,4,1987,2.0,0.19194
3203,4,1980,1.0,0.18039
3204,4,1980,1.0,0.18042
3205,4,1980,1.0,0.1804599999999999
3206,3,1995,1.0,0.11068
3207,4,1989,2.0,0.19667
3208,4,1980,1.0,0.1805
3209,4,1980,1.0,0.18052
3210,4,1980,1.0,0.18055
3211,4,1980,1.0,0.18055
3212,4,1980,1.0,0.18059
3213,4,1989,1.0,0.1957
3214,3,2010,1.0,0.1249
3215,1,1991,4.0,0.19864
3216,1,1991,4.0,0.19858
3217,1,1991,4.0,0.1986
3218,1,1991,4.0,0.19855
3219,3,2010,2.0,0.1088799999999999
3220,3,2002,1.0,0.11316
3221,5,1932,1.0,0.12633
3222,5,1922,1.0,0.12011
3223,5,1932,1.0,0.12645
3224,3,1997,1.0,0.11192
3225,5,1982,1.0,0.17148
3226,5,1942,1.0,0.13352
3227,3,2007,2.0,0.09117
3228,3,1997,1.0,0.11225
3229,4,2002,1.0,0.22336
3230,4,2003,1.0,0.2256099999999999
3231,3,2011,1.0,0.12616
3232,3,2011,1.0,0.12259
3233,3,2009,1.0,0.12355
3234,4,1942,1.0,0.1364
3235,3,2007,1.0,0.12237
3236,4,1996,2.0,0.21088
3237,3,2015,1.0,0.1302
3238,4,1995,2.0,0.20643
3239,3,1999,1.0,0.11414
3240,4,1984,1.0,0.18644
3241,4,1976,1.0,0.17412
3242,4,1976,1.0,0.17414
3243,3,2001,1.0,0.11524
3244,4,1974,1.0,0.17143
3245,4,1974,1.0,0.1714
3246,4,1974,1.0,0.1714099999999999
3247,1,1997,2.0,0.2109
3248,1,1980,4.0,0.18045
3249,5,1940,1.0,0.1318099999999999
3250,4,1996,1.0,0.20905
3251,3,2012,1.0,0.12663
3252,1,2011,3.0,0.2453
3253,3,2012,2.0,0.0949899999999999
3254,4,1996,1.0,0.20903
3255,4,1976,1.0,0.17413
3256,5,1937,1.0,0.12972
3257,4,1997,1.0,0.21134
3258,4,1989,1.0,0.19535
3259,5,1912,1.0,0.1141799999999999
3260,1,2006,2.0,0.23199
3261,4,1988,2.0,0.19325
3262,1,2002,3.0,0.2224199999999999
3263,4,1955,1.0,0.14866
3264,1,2008,5.0,0.19075
3265,5,1934,1.0,0.12789
3266,5,1930,1.0,0.1253
3267,4,1975,1.0,0.1731099999999999
3268,4,1995,1.0,0.207
3269,5,1936,1.0,0.12896
3270,4,2006,1.0,0.2321099999999999
3271,3,2012,1.0,0.12689
3272,5,1930,1.0,0.12451
3273,5,1956,1.0,0.1439099999999999
3274,5,1934,1.0,0.12717
3275,4,1989,2.0,0.19524
3276,4,1990,2.0,0.19705
3277,4,1989,2.0,0.1953599999999999
3278,3,2007,1.0,0.1213
3279,4,1996,1.0,0.2085199999999999
3280,1,2008,7.0,0.15549
3281,5,2000,1.0,0.19534
3282,3,2000,1.0,0.1139599999999999
3283,5,1955,1.0,0.14289
3284,4,1976,1.0,0.17451
3285,3,2005,1.0,0.11935
3286,1,1982,3.0,0.18353
3287,1,2003,1.0,0.2238
3288,4,1974,1.0,0.17157
3289,4,1974,1.0,0.17151
3290,4,1974,1.0,0.17155
3291,4,1974,1.0,0.17149
3292,3,1999,3.0,0.08501
3293,4,1990,1.0,0.19709
3294,4,1992,2.0,0.20087
3295,4,1992,1.0,0.2009
3296,4,1995,2.0,0.20686
3297,4,1974,1.0,0.17152
3298,4,1974,1.0,0.17147
3299,4,1997,2.0,0.21103
3300,4,1975,1.0,0.17294
3301,4,1974,1.0,0.17153
3302,4,1985,1.0,0.18691
3303,1,2013,4.0,0.23953
3304,4,1988,1.0,0.19219
3305,1,2003,3.0,0.18537
3306,3,2012,1.0,0.1257
3307,4,1982,1.0,0.18189
3308,4,1979,1.0,0.17731
3309,4,1972,1.0,0.16741
3310,1,2013,4.0,0.20724
3311,3,2009,1.0,0.12232
3312,3,2009,2.0,0.0948
3313,3,2015,2.0,0.1127099999999999
3314,4,1987,1.0,0.19041
3315,4,1989,1.0,0.19389
3316,3,2002,1.0,0.11154
3317,3,2002,1.0,0.10527
3318,1,1997,6.0,0.15025
3319,3,1993,2.0,0.09807
3320,3,2005,4.0,0.08832
3321,1,2007,5.0,0.20158
3322,3,2013,3.0,0.09202
3323,1,2015,5.0,0.23212
3324,1,2013,4.0,0.23308
3325,3,1999,2.0,0.0933799999999999
3326,4,1952,1.0,0.1431
3327,4,1982,1.0,0.18054
3328,1,2002,2.0,0.21874
3329,3,2004,1.0,0.11652
3330,3,1997,1.0,0.10709
3331,4,1975,1.0,0.17169
3332,4,1973,1.0,0.16869
3333,4,1973,1.0,0.1686
3334,1,1996,17.0,0.1238099999999999
3335,1,1996,20.0,0.11652
3336,1,1996,21.0,0.11429
3337,1,1996,20.0,0.1166099999999999
3338,1,1996,23.0,0.11017
3339,4,1972,1.0,0.16763
3340,4,1972,1.0,0.16759
3341,4,1976,1.0,0.17293
3342,4,1972,1.0,0.16767
3343,4,1972,1.0,0.1677
3344,4,1972,1.0,0.1677799999999999
3345,4,1972,1.0,0.16774
3346,4,1972,1.0,0.16779
3347,4,1979,1.0,0.17752
3348,4,1973,1.0,0.16888
3349,4,1975,1.0,0.17171
3350,4,1973,1.0,0.16896
3351,4,1972,1.0,0.16776
3352,4,1972,1.0,0.16771
3353,4,1972,1.0,0.16769
3354,4,1972,1.0,0.16766
3355,4,1972,1.0,0.16742
3356,4,1972,1.0,0.16746
3357,4,1972,1.0,0.16751
3358,4,1972,1.0,0.16754
3359,4,1972,1.0,0.1675
3360,4,1993,1.0,0.20142
3361,4,1972,1.0,0.16756
3362,4,1973,1.0,0.16894
3363,1,1988,4.0,0.16873
3364,4,1971,1.0,0.16767
3365,4,1983,2.0,0.1855
3366,4,1978,1.0,0.17757
3367,4,1978,1.0,0.17759
3368,4,1996,1.0,0.20933
3369,4,1979,1.0,0.17914
3370,1,1995,2.0,0.20734
3371,4,1988,2.0,0.19412
3372,1,1992,4.0,0.2014
3373,1,1988,3.0,0.19418
3374,1,1989,3.0,0.19601
3375,1,1993,5.0,0.17676
3376,5,1934,1.0,0.12782
3377,5,1932,1.0,0.12646
3378,1,1988,3.0,0.1940599999999999
3379,1,1999,16.0,0.13122
3380,1,1999,2.0,0.21384
3381,3,2010,1.0,0.1231599999999999
3382,4,1993,1.0,0.20354
3383,1,1997,3.0,0.21175
3384,4,1987,2.0,0.19239
3385,4,1989,2.0,0.1958599999999999
3386,4,1988,1.0,0.19408
3387,1,1996,20.0,0.1166799999999999
3388,1,1996,4.0,0.18428
3389,1,1999,20.0,0.12032
3390,1,1999,25.0,0.11032
3391,1,1999,20.0,0.12043
3392,1,1999,20.0,0.1204
3393,1,1999,20.0,0.1205
3394,1,1999,25.0,0.11039
3395,4,1980,1.0,0.1804599999999999
3396,4,1980,1.0,0.18049
3397,4,1980,1.0,0.18044
3398,4,1980,1.0,0.18048
3399,4,1980,1.0,0.18051
3400,4,1980,1.0,0.1805
3401,4,1980,1.0,0.18053
3402,4,1980,1.0,0.18054
3403,1,1984,3.0,0.18747
3404,1,1984,3.0,0.1876
3405,1,1984,3.0,0.18771
3406,1,1984,2.0,0.18756
3407,1,1996,1.0,0.2102699999999999
3408,4,2001,2.0,0.2213
3409,4,1980,1.0,0.18042
3410,4,1973,1.0,0.17125
3411,1,2005,4.0,0.23119
3412,4,1982,1.0,0.1847599999999999
3413,1,1984,3.0,0.18732
3414,1,1984,3.0,0.1875099999999999
3415,1,1984,3.0,0.18746
3416,1,1984,3.0,0.18738
3417,1,1984,3.0,0.18761
3418,4,1989,1.0,0.1968
3419,4,1989,1.0,0.1968599999999999
3420,3,2006,2.0,0.09714
3421,1,1996,5.0,0.17902
3422,4,1982,2.0,0.18478
3423,4,1982,1.0,0.1848
3424,4,1982,2.0,0.18483
3425,4,1937,1.0,0.1327
3426,1,2007,4.0,0.2225099999999999
3427,3,2008,1.0,0.11737
3428,1,2013,4.0,0.23853
3429,1,2004,3.0,0.22203
3430,1,2013,2.0,0.2482199999999999
3431,3,2015,1.0,0.05485
3432,3,2004,1.0,0.11692
3433,1,2012,4.0,0.2359099999999999
3434,3,2008,1.0,0.12078
3435,3,2012,2.0,0.10445
3436,1,2007,5.0,0.19684
3437,3,2008,1.0,0.12084
3438,3,2012,1.0,0.1251799999999999
3439,3,2008,2.0,0.09348
3440,1,2007,4.0,0.22244
3441,1,2010,4.0,0.22386
3442,1,2013,5.0,0.22579
3443,1,2013,5.0,0.2258599999999999
3444,1,2013,4.0,0.2382699999999999
3445,3,2007,1.0,0.10968
3446,3,2004,1.0,0.11663
3447,1,2012,4.0,0.23542
3448,3,2003,1.0,0.10607
3449,1,2011,4.0,0.23281
3450,1,2012,4.0,0.2425699999999999
3451,1,2012,4.0,0.2230599999999999
3452,1,2012,4.0,0.2353199999999999
3453,1,2013,5.0,0.2256
3454,1,2011,4.0,0.22616
3455,1,2012,5.0,0.2230199999999999
3456,1,2013,4.0,0.2381599999999999
3457,1,2011,4.0,0.2152099999999999
3458,1,2014,4.0,0.24144
3459,3,2007,4.0,0.07557
3460,3,2005,1.0,0.11785
3461,3,2007,1.0,0.11987
3462,3,2013,2.0,0.08506
3463,1,2013,4.0,0.23876
3464,1,2012,4.0,0.22941
3465,3,2012,1.0,0.12538
3466,3,2007,5.0,0.0754799999999999
3467,3,2004,1.0,0.1166799999999999
3468,3,2004,3.0,0.09027
3469,1,2013,5.0,0.22596
3470,3,2012,1.0,0.12162
3471,3,2013,1.0,0.12279
3472,1,2013,1.0,0.24815
3473,1,2012,4.0,0.22945
3474,1,2006,4.0,0.18753
3475,1,2013,4.0,0.24652
3476,1,2010,3.0,0.24024
3477,3,2013,1.0,0.12659
3478,3,2007,1.0,0.1166599999999999
3479,1,2012,5.0,0.2239699999999999
3480,1,2014,5.0,0.22393
3481,1,2013,5.0,0.2256699999999999
3482,1,2013,4.0,0.23215
3483,3,2008,1.0,0.12088
3484,1,2012,4.0,0.23594
3485,1,2005,2.0,0.22658
3486,3,2014,3.0,0.09555
3487,3,2014,2.0,0.1113
3488,3,2013,2.0,0.1103
3489,1,2005,5.0,0.19293
3490,3,2012,1.0,0.12539
3491,3,2012,1.0,0.12542
3492,3,2012,1.0,0.12544
3493,3,2012,1.0,0.12545
3494,1,2014,4.0,0.24195
3495,1,2014,4.0,0.2419
3496,1,2013,5.0,0.22119
3497,1,2013,4.0,0.2391599999999999
3498,1,2014,4.0,0.23483
3499,1,2014,5.0,0.2235
3500,1,2013,4.0,0.23208
3501,1,2014,5.0,0.22346
3502,1,2013,5.0,0.2262699999999999
3503,3,2014,1.0,0.11705
3504,4,2008,1.0,0.23448
3505,1,2003,3.0,0.2198
3506,3,2015,1.0,0.12902
3507,3,2004,1.0,0.11714
3508,3,2004,1.0,0.11717
3509,1,2013,4.0,0.2321599999999999
3510,1,2014,4.0,0.22879
3511,1,2013,4.0,0.2261099999999999
3512,1,2013,4.0,0.23212
3513,1,2014,4.0,0.23488
3514,1,2013,4.0,0.22682
3515,1,2013,4.0,0.22675
3516,1,2013,4.0,0.22663
3517,1,2013,4.0,0.22659
3518,1,2013,4.0,0.2265599999999999
3519,3,2014,1.0,0.1277299999999999
3520,3,2006,1.0,0.1189799999999999
3521,3,2013,2.0,0.10567
3522,3,2013,1.0,0.1269
3523,1,2013,4.0,0.22716
3524,1,2013,4.0,0.22723
3525,1,2013,4.0,0.2273
3526,1,2014,4.0,0.2300199999999999
3527,1,2014,4.0,0.22994
3528,3,2007,1.0,0.1203
3529,3,2004,1.0,0.11729
3530,1,2013,4.0,0.2268099999999999
3531,1,2015,4.0,0.24527
3532,3,2005,2.0,0.09487
3533,3,2005,3.0,0.07958
3534,1,2013,4.0,0.2331599999999999
3535,1,2008,3.0,0.2354
3536,1,2013,5.0,0.22148
3537,1,2014,4.0,0.2361199999999999
3538,1,2013,5.0,0.2267699999999999
3539,1,2014,5.0,0.22955
3540,1,2013,4.0,0.2328
3541,1,2014,4.0,0.2496699999999999
3542,1,2014,4.0,0.24961
3543,1,2013,4.0,0.24913
3544,1,2015,4.0,0.24523
3545,1,2012,4.0,0.23667
3546,1,2013,4.0,0.23926
3547,1,2013,5.0,0.22129
3548,3,2013,2.0,0.10162
3549,1,2013,4.0,0.2327199999999999
3550,1,2013,4.0,0.23923
3551,1,2013,4.0,0.23919
3552,1,2013,5.0,0.22674
3553,1,2013,5.0,0.2267
3554,4,1995,2.0,0.20747
3555,5,1940,1.0,0.13212
3556,5,1945,1.0,0.13583
3557,1,1987,3.0,0.19232
3558,5,1934,1.0,0.12792
3559,5,1944,1.0,0.13508
3560,2,1983,3.0,0.13439
3561,1,1981,3.0,0.18248
3562,1,1978,3.0,0.17772
3563,1,2010,1.0,0.2432
3564,5,1955,1.0,0.14384
3565,5,1935,1.0,0.12872
3566,1,1985,3.0,0.1889
3567,4,1995,1.0,0.20749
3568,4,1982,2.0,0.18237
3569,4,1982,1.0,0.18232
3570,1,1989,3.0,0.19427
3571,5,1952,1.0,0.1401099999999999
3572,4,1994,2.0,0.2035799999999999
3573,1,1998,3.0,0.19976
3574,4,1994,1.0,0.20355
3575,4,1988,2.0,0.19239
3576,4,1961,1.0,0.15417
3577,4,1981,1.0,0.18077
3578,4,1980,1.0,0.17925
3579,4,1983,2.0,0.18399
3580,1,1986,1.0,0.18902
3581,4,1983,1.0,0.18394
3582,5,1952,1.0,0.14118
3583,4,1998,1.0,0.2132599999999999
3584,1,1983,3.0,0.18517
3585,1,1973,2.0,0.17013
3586,4,1955,1.0,0.14876
3587,4,1979,2.0,0.1791
3588,1,2012,8.0,0.17698
3589,1,2008,2.0,0.23755
3590,4,1980,2.0,0.18068
3591,1,1999,2.0,0.21579
3592,1,1980,3.0,0.1807099999999999
3593,1,1991,3.0,0.18625
3594,1,1991,5.0,0.19919
3595,1,1998,3.0,0.21131
3596,1,2005,4.0,0.19541
3597,5,1943,1.0,0.1341
3598,5,1954,1.0,0.14275
3599,4,1972,2.0,0.16906
3600,4,1990,3.0,0.19759
3601,4,1952,1.0,0.14569
3602,1,1991,2.0,0.19943
3603,4,1995,1.0,0.20763
3604,1,1995,2.0,0.20767
3605,1,2012,4.0,0.22682
3606,1,1989,3.0,0.19616
3607,5,1944,1.0,0.1351
3608,1,2002,3.0,0.2229199999999999
3609,5,1935,1.0,0.12852
3610,4,1986,1.0,0.19063
3611,5,1947,1.0,0.13751
3612,1,1989,3.0,0.1960299999999999
3613,1,1979,2.0,0.17936
3614,4,1944,2.0,0.1383
3615,1,1979,2.0,0.17943
3616,5,1934,1.0,0.12802
3617,1,2009,2.0,0.24068
3618,4,1975,2.0,0.17357
3619,1,1980,3.0,0.18102
3620,1,1994,2.0,0.20558
3621,1,1986,3.0,0.1907299999999999
3622,3,2013,1.0,0.12477
3623,4,1983,2.0,0.18578
3624,5,1941,1.0,0.13297
3625,1,2004,2.0,0.22721
3626,5,1952,1.0,0.1411599999999999
3627,1,1997,2.0,0.20947
3628,5,1915,1.0,0.1162599999999999
3629,4,1996,2.0,0.2094599999999999
3630,4,1995,2.0,0.2075
3631,1,1996,2.0,0.2096
3632,5,1934,1.0,0.12795
3633,4,1979,2.0,0.17905
3634,1,1982,3.0,0.18349
3635,5,1934,1.0,0.12769
3636,4,1969,1.0,0.1651
3637,1,2001,4.0,0.19128
3638,4,1973,2.0,0.17023
3639,4,1986,1.0,0.19025
3640,1,1988,2.0,0.19379
3641,4,1978,2.0,0.17757
3642,1,2006,2.0,0.23245
3643,1,1972,3.0,0.16913
3644,1,1986,3.0,0.19038
3645,1,2007,3.0,0.2350199999999999
3646,1,1983,3.0,0.18538
3647,4,1970,1.0,0.16646
3648,3,2004,3.0,0.09177
3649,5,1934,1.0,0.12778
3650,4,1955,3.0,0.14879
3651,4,1983,1.0,0.18549
3652,5,1934,1.0,0.1278
3653,4,1951,2.0,0.1447099999999999
3654,1,1980,3.0,0.1806299999999999
3655,1,2007,3.0,0.23275
3656,4,1956,2.0,0.14982
3657,1,2001,3.0,0.22039
3658,1,1993,2.0,0.20342
3659,4,1975,2.0,0.17337
3660,5,1935,1.0,0.12854
3661,1,1995,3.0,0.19926
3662,3,2008,1.0,0.1226599999999999
3663,1,1983,3.0,0.1854299999999999
3664,1,1987,2.0,0.19226
3665,4,1952,1.0,0.14592
3666,4,1980,1.0,0.18097
3667,4,1944,2.0,0.13814
3668,1,1975,2.0,0.17345
3669,1,2003,4.0,0.21656
3670,1,1985,3.0,0.18896
3671,1,1998,5.0,0.18582
3672,3,2013,1.0,0.12836
3673,3,2001,2.0,0.1055
3674,1,1994,5.0,0.18622
3675,5,1956,1.0,0.14392
3676,1,1991,3.0,0.19854
3677,1,1983,3.0,0.18456
3678,1,1988,3.0,0.19315
3679,1,1994,2.0,0.20439
3680,1,1994,3.0,0.2043
3681,4,1978,1.0,0.17686
3682,4,1978,2.0,0.17687
3683,1,1997,3.0,0.21047
3684,4,1947,3.0,0.14024
3685,1,1972,2.0,0.16834
3686,5,1951,1.0,0.13972
3687,1,1987,3.0,0.19118
3688,1,1986,3.0,0.1894799999999999
3689,1,2008,2.0,0.23655
3690,4,1986,2.0,0.1895
3691,4,1975,2.0,0.17262
3692,1,1986,3.0,0.18972
3693,4,1995,2.0,0.20645
3694,1,1979,2.0,0.17844
3695,1,1991,3.0,0.1984
3696,4,1976,1.0,0.17402
3697,4,1975,2.0,0.17223
3698,4,1977,2.0,0.17518
3699,4,1997,3.0,0.2103199999999999
3700,1,2009,4.0,0.21249
3701,4,1977,2.0,0.17517
3702,4,1977,1.0,0.17518
3703,4,1975,2.0,0.17227
3704,1,1988,2.0,0.19299
3705,1,1989,3.0,0.19462
3706,1,1989,3.0,0.19464
3707,1,1992,3.0,0.20022
3708,1,1991,5.0,0.16875
3709,1,1993,4.0,0.20207
3710,1,2012,2.0,0.24481
3711,1,1993,3.0,0.20204
3712,3,2002,2.0,0.0843
3713,1,2002,3.0,0.22127
3714,1,2008,6.0,0.1638599999999999
3715,1,1982,3.0,0.18252
3716,5,1935,1.0,0.1277299999999999
3717,3,1997,1.0,0.11124
3718,3,2004,2.0,0.10274
3719,1,2011,7.0,0.19286
3720,4,1985,2.0,0.1876799999999999
3721,1,1981,3.0,0.18125
3722,1,1974,3.0,0.17097
3723,1,1988,3.0,0.19275
3724,4,1977,2.0,0.17511
3725,1,1986,3.0,0.18937
3726,1,1993,3.0,0.20231
3727,1,1991,3.0,0.1982
3728,5,1935,1.0,0.12778
3729,5,1981,2.0,0.16918
3730,1,1988,2.0,0.19289
3731,4,1972,1.0,0.16816
