,magnitude,dmin,latitude,longitude
6269,1.6,0.0,31.747,-104.172
6270,1.8,0.0,31.665,-104.315
6271,3.4,0.0,31.664,-104.311
6272,0.14,0.04234,33.5388333,-116.6688333
6273,1.2,1.1911999999999998,61.8684,-149.5829
6274,1.87,0.06278,36.109,-89.2956666666667
6275,0.63,0.01168,38.8338318,-122.8168335
6276,5.0,0.723,-0.8832,-79.263
6277,4.0,0.673,0.7861,97.1419
6278,1.2,0.25339999999999996,63.0618,-149.0032
6279,2.3,1.8986,60.0874,-147.0686
6280,1.33,0.004425,46.196,-122.1875
6281,1.7,0.7436,59.0193,-136.4396
6282,0.77,0.005368,38.8223343,-122.8033371
6283,2.64,1.1704,19.2938333333333,-155.381333333333
6284,1.7,0.7436,61.1783,-140.5513
6285,4.2,1.541,-4.3902,150.631
6286,2.28,1.1704,19.3373333333333,-155.0965
6287,1.3,0.2702,62.9328,-151.2715
6288,4.0,0.774,-3.7927,151.4968
6289,1.3,0.4952,60.2154,-153.9359
6290,2.6,0.25339999999999996,62.0259,-150.8538
6291,2.03999996,1.1704,19.2154998779297,-155.384994506836
6292,1.7,0.6996,60.0599,-151.3894
6293,4.0,1.004,-4.0304,153.1571
6294,1.9,0.6996,59.5136,-152.0682
6295,1.2,1.1911999999999998,61.516,-150.1138
6296,4.5,3.457,5.314,-82.667
6297,1.36,0.007167,38.8211667,-122.8526667
6298,1.82000005,1.1704,19.2458324432373,-155.400833129883
6299,0.38,0.8258000000000001,58.6725,-153.685833333333
6300,1.4,0.2534,63.1233,-149.3832
6301,4.3,2.424,-16.8128,-72.2963
6302,4.2,1.414,-49.9946,-73.2892
6303,1.7,0.4952,59.7068,-153.4522
6304,1.96,0.06473,36.1041666666667,-89.299
6305,0.67,0.004038,38.8406677,-122.8793335
6306,1.1,0.25339999999999996,64.6318,-149.1713
6307,3.2,2.129,40.4601,-127.1209
6308,5.2,0.858,-4.3211,153.0141
6309,0.76,0.01239,38.7798347,-122.7549973
6310,2.0,0.7144,56.4602,-156.2941
6311,1.7,0.6996,60.6359,-152.0096
6312,2.23,0.04938,17.941,-66.949
6313,1.2,0.25339999999999996,63.244,-145.1056
6314,1.5,0.6996,59.8949,-152.5564
6315,1.07,0.0355,33.522,-116.528
6316,1.26,0.04272,33.5146667,-116.531
6317,1.24,0.008401,38.83,-122.79
6318,3.77,0.8847,18.0335,-68.2913
6319,1.2,0.25339999999999996,62.2159,-149.7709
6320,0.3,0.0113,38.8333333,-122.817
6321,1.04,0.0293,46.934333333333335,-120.54483333333332
6322,4.5,5.643,7.2862,91.6556
6323,1.5,0.0,31.662,-104.311
6324,2.9,0.0,31.662,-104.307
6325,1.39,0.00776,38.8153333,-122.8236667
6326,4.6,0.948,-3.6867,151.3567
6327,1.48,0.01992,46.92166666666667,-120.5445
6328,1.7,0.25339999999999996,62.5845,-150.7156
6329,0.36,0.001777,46.199333333333335,-122.19333333333331
6330,2.13,0.04392,34.0838333,-116.9875
6331,1.4,0.03026,33.9068333,-116.7486667
6332,3.9,0.24180000000000001,57.4874,-154.1736
6333,3.9,0.24180000000000001,57.4996,-154.2318
6334,1.31,0.01499,36.578,-121.1685
6335,4.3,4.409,-5.4817,34.9021
6336,1.7,0.0,31.677,-104.426
6337,0.92,0.001272,38.8375015,-122.8363342
6338,4.5,0.745,-29.8746,-177.4307
6339,4.1,0.804,-29.9768,-177.4912
6340,0.6,0.2116,47.697,-113.817833333333
6341,1.5,0.6996,60.1534,-151.0944
6342,1.0,0.3152,65.9315,-149.5815
6343,4.7,35.773,-54.4023,-131.6369
6344,0.7,0.1302,34.169,-118.8235
6345,2.28,1.1704,19.2501659393311,-155.400665283203
6346,1.7,0.6996,59.77,-153.0168
6347,2.5,0.01997,40.382,-124.33
6348,5.3,5.111,-7.4825,156.1122
6349,0.77,0.01219,38.8343315,-122.8170013
6350,0.63,0.007836,38.8378334,-122.8255005
6351,1.62,0.1698,35.5093333,-118.3838333
6352,4.7,2.691,5.2796,94.2452
6353,1.02,0.01284,38.8361664,-122.8119965
6354,2.8,0.0,31.659,-104.309
6355,0.7,0.0,31.665,-104.309
6356,4.3,2.067,4.329,-76.4552
6357,1.36,0.1115781046,35.85916667,-98.06133333
6358,0.59,0.6411999999999999,58.189,-155.274666666667
6359,1.5,0.7436,60.1573,-139.4675
6360,4.9,7.876,13.4751,120.8639
6361,1.7,0.0,31.653,-104.304
6362,0.89,0.0396,33.5181667,-116.5245
6363,1.5,0.6996,59.6247,-152.2379
6364,0.7,0.04801,33.6265,-116.722
6365,0.93,0.04756,46.606,-119.85766666666666
6366,2.86,0.08904,36.1963333,-117.982
6367,1.4,0.8258000000000001,58.8366,-153.6693
6368,1.4,0.25339999999999996,63.0565,-148.1863
6369,4.5,0.894,-3.8049,151.354
6370,1.2,0.2534,62.889,-149.7006
6371,1.5,0.0,31.976,-104.028
6372,1.1,1.1911999999999998,61.8292,-149.5746
6373,0.47,0.0214,46.92433333333334,-120.545
6374,0.72,0.0305,46.89716666666666,-120.52683333333331
6375,0.96,0.0007932,38.8241667,-122.8098333
6376,2.05,0.002948,38.823,-122.8063333
6377,1.6,0.7144,57.7548,-155.9339
6378,1.85,0.007678,38.8305,-122.8138333
6379,0.8,0.003083,38.8354988,-122.7916641
6380,2.1,0.4196,51.1179,-176.8679
6381,4.3,3.668,10.6011,-62.2758
6382,1.9,0.6996,60.3166,-152.3284
6383,3.68,1.1704,19.216,-155.372833333333
6384,2.48,0.05368,37.0625,-121.1291667
6385,1.2,1.1911999999999998,61.9586,-149.9039
6386,1.06,0.01694,38.7799988,-122.7580032
6387,0.68,0.08736,46.4085,-122.15833333333332
6388,0.77,0.03034,33.6811667,-116.7081667
6389,1.4,0.8258000000000001,58.8356,-153.6884
6390,1.1,0.2534,63.797,-148.6114
6391,1.0,0.7617999999999999,62.2827,-149.7099
6392,1.4,0.7436,61.5539,-140.7448
6393,1.6,0.8258000000000001,58.8199,-153.624
6394,0.92,1.1704,19.4323333333333,-155.545
6395,4.5,12.931,-34.0075,57.9131
6396,2.21,0.2761,41.513,-112.8715
6397,1.28,0.01094,38.7896667,-122.76
6398,1.3,0.6996,60.4141,-151.0651
6399,0.76,0.008617,38.8308334,-122.8156662
6400,0.45,0.04388,33.6255,-116.6651667
6401,0.75,0.008994,38.815834,-122.81633
6402,1.4,0.8258000000000001,58.8159,-153.6577
6403,2.7,0.379,54.9557,-161.2983
6404,4.5,0.897,-3.7862,151.3605
6405,1.4,0.8258000000000001,58.8354,-153.7235
6406,1.2,0.25339999999999996,63.1799,-149.8389
6407,0.16,0.6996,60.0291666666667,-153.0965
6408,0.75,0.6996,60.0305,-153.093166666667
6409,1.84000003,1.1704,19.1709995269775,-155.503326416016
6410,3.1,0.1396,63.5504,-147.4802
6411,1.6,0.8258000000000001,58.8241,-153.6332
6412,1.5,0.6996,60.3435,-152.1568
6413,2.1,0.2702,59.9248,-153.1785
6414,0.69,0.04229,33.709,-116.7648333
6415,2.0,0.8258000000000001,58.8086,-153.5719
6416,2.31,0.1164,17.9236666666667,-66.288
6417,1.3,0.6996,61.6219,-150.8688
6418,2.39,0.09357,17.939,-66.2635
6419,2.0,1.1196,59.832,-150.9868
6420,2.2,0.418,38.8881,-118.5976
6421,2.9,1.1318,19.5238333333333,-156.4675
6422,0.31,0.008931,38.8465,-122.8186667
6423,2.47,0.1176,17.9206666666667,-66.2841666666667
6424,2.7,0.426,53.8973,-166.1024
6425,0.48,0.2044,36.1406667,-117.3976667
6426,5.2,3.634,-7.498,127.7793
6427,1.6,0.6996,60.0252,-152.4075
6428,1.0,0.08506,33.9068333,-116.745
6429,1.3,0.8258000000000001,58.7119,-153.8276
6430,2.06,0.1229,17.9153333333333,-66.2853333333333
6431,1.3,1.1911999999999998,60.9879,-150.4392
6432,1.33,0.06487,44.2705,-110.6176667
6433,1.6,0.3556,58.2016,-155.3664
6434,0.41,0.007676,38.8196667,-122.8186667
6435,2.36,0.06348,44.2628333,-110.6161667
6436,1.8,0.1,31.703,-104.17
6437,2.14,0.07197,44.2638333,-110.628
6438,1.0,1.1624,60.4495,-142.9126
6439,2.51,0.06936,44.2658333,-110.6243333
6440,1.28,0.07309,44.2666667,-110.6295
6441,1.0,0.332,63.9388,-153.0705
6442,0.79,0.01347,38.8136673,-122.7553329
6443,1.7,0.2702,61.5861,-151.4992
6444,2.65,0.3708,18.6256666666667,-66.888
6445,1.2,0.7144,57.8259,-155.8867
6446,1.0,0.2534,63.5138,-147.7254
6447,1.2,0.33199999999999996,62.0311,-154.2361
6448,0.3,0.119,36.7004,-115.8222
6449,0.42,0.008484,38.8315,-122.8133333
6450,5.1,0.648,-33.0743,-71.9579
6451,2.4,1.0302,59.295,-152.4236
6452,0.59,0.7143999999999999,57.8911666666667,-156.0185
6453,1.7,0.0,31.745,-104.137
6454,4.6,2.496,-4.5754,139.2716
6455,1.0,1.1911999999999998,61.4886,-149.8176
6456,1.3,0.6996,61.7824,-151.1362
6457,1.75,0.0724,44.2671667,-110.6285
6458,1.7,0.6996,59.7057,-152.886
6459,4.6,2.363,-1.4058,126.4158
6460,1.81,1.1704,19.378999710083,-155.234161376953
6461,1.6,0.8258000000000001,58.7135,-153.7074
6462,1.81,0.02279,36.5328333,-121.1161667
6463,4.6,3.116,-23.3517,170.7327
6464,0.52,0.01095,38.7858333,-122.7503333
6465,1.15,0.07918,44.2815,-110.6353333
6466,3.7,0.6952,54.8779,-156.2611
6467,0.6,0.09675,33.7835,-116.9111667
6468,1.1,0.7617999999999999,61.9264,-148.6495
6469,1.5,0.08576,35.8455,-121.3195
6470,2.04,0.07195,33.0113333,-116.2505
6471,1.89,1.1704,19.176,-155.482666666667
6472,5.5,11.8,-1.2167,-24.1298
6473,1.04,0.02063,32.9551667,-115.8488333
6474,1.19,0.07369,44.2841667,-110.6265
6475,1.1,0.2534,63.3856,-149.5596
6476,1.5,0.7436,59.9859,-140.7541
6477,1.4,0.7617999999999999,62.3256,-147.8924
6478,0.6,0.095,37.1439,-116.8404
6479,2.24000001,1.1704,19.2218341827393,-155.372161865234
6480,1.12,0.002275,33.9431667,-117.9243333
6481,2.38,0.1212,18.0745,-66.9528333333333
6482,1.42,0.8257999999999999,58.7165,-153.702166666667
6483,0.87,0.8258000000000001,58.6988333333333,-153.703
6484,0.71,0.00909,38.828167,-122.8001633
6485,0.63,0.8258000000000001,58.7126666666667,-153.808
6486,1.7,0.8257999999999999,58.8108,-153.6509
6487,0.62,0.01014,38.7808333,-122.7645
6488,5.3,3.028,28.9234,82.0858
6489,2.01999998,1.1704,19.0738334655762,-155.346664428711
6490,1.9,0.8258000000000001,58.6474,-153.6871
6491,2.28,0.389,58.8315,-153.706666666667
6492,1.9,0.7436,59.2751,-136.3282
6493,0.84,0.007636,38.83,-122.815
6494,1.07,0.008261,38.8303337,-122.815834
6495,0.8,0.06257,44.2765,-110.6131667
6496,1.6,0.7436,60.0599,-140.0264
6497,1.39,0.8258000000000001,58.8648333333333,-153.9195
6498,1.53,0.8257999999999999,58.7148333333333,-153.654333333333
6499,1.2,0.25339999999999996,62.6155,-149.4491
6500,0.93,0.05144,38.103,-122.842
6501,2.01,0.03451,32.282,-115.1245
6502,1.82,0.07087,17.915,-66.9961666666667
6503,1.82,0.07085,17.9151666666667,-66.996
6504,0.93,0.8257999999999999,58.6833333333333,-153.705
6505,1.7,0.6996,60.2036,-152.8707
6506,0.8,0.25339999999999996,63.5254,-147.7081
6507,0.77,0.05121,33.716,-116.7753333
6508,1.97,0.07587,44.2785,-110.6315
6509,1.82000005,1.1704,19.2113342285156,-155.103332519531
6510,1.5,0.6996,60.1553,-152.1373
6511,1.57,0.009038,38.7776667,-122.7583333
6512,1.63,0.07025,44.2706667,-110.6251667
6513,1.57,0.07967,44.2793333,-110.6366667
6514,1.4,0.2534,63.7603,-148.4663
6515,1.8,0.7436,59.8145,-140.6476
6516,1.4,0.7617999999999999,62.0782,-146.6754
6517,1.68,0.06984,44.2788333,-110.6228333
6518,1.08,0.07691,44.2801667,-110.6325
6519,2.49,0.07233,44.279,-110.6263333
6520,1.05,0.03239364326,35.449,-98.29466667
6521,0.84,0.07476,44.2805,-110.6293333
6522,1.2,0.0692,44.2746667,-110.623
6523,1.8,0.06862,44.2721667,-110.6226667
6524,0.75,0.01683,38.840332,-122.8119965
6525,1.44,0.01542,38.8388333,-122.8106667
6526,0.73,0.05954,44.2776667,-110.6085
6527,1.16,0.07807,44.2736667,-110.6356667
6528,3.3,0.40919999999999995,51.9834,-176.0166
6529,1.8,0.25339999999999996,63.5585,-147.6957
6530,0.61,0.004365,38.8343315,-122.7883301
6531,1.19,0.07702,44.2746667,-110.634
6532,0.9,0.0281,36.5721667,-121.1505
6533,1.8,0.25339999999999996,62.5236,-149.5745
6534,1.6,1.1361999999999999,60.9031,-150.6417
6535,1.62,0.1767,37.9606667,-113.4893333
6536,0.71,0.0161,38.8395004,-122.810997
6537,1.3,0.448,38.6378,-118.7925
6538,1.09,0.09519,33.063,-116.1408333
6539,1.33,0.01727,47.7965,-122.91833333333334
6540,2.1,0.2702,60.4391,-152.7591
6541,2.2,0.0,32.259,-101.916
6542,1.0,0.7436,61.4561,-141.4241
6543,1.21,0.07928,44.6318333333333,-112.491333333333
6544,1.4,0.7617999999999999,62.1636,-145.626
6545,2.12,0.08451,35.8415,-121.3338333
6546,1.7,0.8258000000000001,58.7911,-153.5613
6547,4.1,0.972,13.6429,-90.4491
6548,0.97,0.152,44.41716666666667,-122.58583333333333
6549,0.69,0.2273,47.9036666666667,-114.038666666667
6550,0.99,0.01724,35.9366667,-120.489
6551,0.76,0.01382,38.7861671,-122.7726669
6552,0.32,0.03026,33.4945,-116.4146667
6553,0.3,0.1086,33.9615,-117.1531667
6554,1.8,0.8258000000000001,58.7832,-153.571
6555,1.06,0.003599293696,35.53866667,-96.74133333
6556,0.75,0.007198587392,35.534,-96.7455
6557,1.09,0.009119,38.7915001,-122.76017
6558,1.9,0.8258000000000001,58.8065,-153.6487
6559,5.1,12.998,-34.0768,57.9033
6560,4.7,2.091,38.9932,75.1394
6561,4.5,1.689,-6.1869,130.2515
6562,0.82,0.07153,33.1393333,-116.548
6563,1.5,1.209,44.2069,-69.5495
6564,4.3,2.863,-4.0689,-76.7389
6565,2.8,0.656,52.7792,-167.6238
6566,1.87,1.1704,19.1893329620361,-155.481506347656
6567,1.1,0.2534,63.5319,-147.6655
6568,3.01,0.04919,17.9801666666667,-66.8221666666667
6569,1.6,0.0,31.674,-104.445
6570,1.3,0.25339999999999996,63.2271,-150.2918
6571,1.1,1.2147999999999999,60.9576,-147.2423
6572,0.76,0.009737,38.8151665,-122.819664
6573,0.9,0.25339999999999996,63.5466,-147.6599
6574,0.79,0.009856,38.8154984,-122.8198318
6575,1.38,0.3162,54.7065,-164.039166666667
6576,2.2,0.25339999999999996,63.5634,-147.7058
6577,1.2,1.1911999999999998,60.8565,-149.6834
6578,2.2,0.7518,53.8235,-164.3088
6579,4.4,5.013,-23.9672,-179.7142
6580,1.7,0.8258000000000001,58.7741,-153.5977
6581,4.4,1.763,28.8157,142.6527
6582,0.67,0.006316,38.8436661,-122.8793335
6583,1.2,0.2534,63.8067,-148.738
6584,0.87,0.01283,38.8351669,-122.8166656
6585,0.79,0.003872,38.8251648,-122.8056641
6586,4.2,1.915,-6.1367,103.7034
6587,3.1,1.28,53.3722,-163.5504
6588,1.3,0.25339999999999996,63.4205,-149.3648
6589,2.1,0.3556,57.908,-155.7431
6590,1.59,0.03689,37.4963333,-121.8713333
6591,0.8,0.25339999999999996,64.9215,-149.1034
6592,1.2,0.6996,61.3665,-152.0812
6593,1.1,1.2147999999999999,61.0482,-146.4483
6594,1.36,0.05359,38.9886667,-123.2225
6595,0.45,0.041,33.0103333,-116.4276667
6596,1.8,0.25339999999999996,62.0128,-148.4597
6597,1.65,0.2414,38.0771667,-118.7378333
6598,3.79,0.6596,18.1611,-68.0998
6599,4.3,2.869,30.9674,142.0619
6600,0.42,0.01605,35.938,-120.4883333
6601,4.1,1.968,-31.2274,-178.137
6602,2.33,0.3521,44.7306666666667,-113.959833333333
6603,1.4,0.6996,60.9455,-151.0605
6604,4.2,4.951,-24.7447,179.7624
6605,1.93,0.06796,33.2996667,-115.6821667
6606,1.7,0.7617999999999999,61.353,-147.7141
6607,1.56,0.07295,33.2958333,-115.6783333
6608,1.07,0.01619682163,35.43683333,-98.28133333
6609,0.5,0.007148,38.7935,-122.7588333
6610,4.0,5.955,-6.465,29.492
6611,3.35,0.1211,40.1288333,-121.1141667
6612,0.54,0.005445,38.8253326,-122.850502
6613,1.17,0.2077,37.9391667,-118.5776667
6614,2.4,0.389,58.8267,-153.6761
6615,0.9,0.05773,46.54083333333333,-122.48683333333334
6616,3.5,2.009,52.2098,-170.9328
6617,1.7,0.8258000000000001,58.7953,-153.6801
6618,1.1,0.6996,61.7878,-150.5149
6619,1.9,0.8258000000000001,58.7448,-153.5928
6620,2.76,0.01539,35.9381667,-120.4875
6621,1.2,0.2534,63.1775,-150.4146
6622,1.06,0.009093,38.7953339,-122.8105011
6623,0.57,0.06876,37.1485,-121.542
6624,0.92,0.04205,33.4786667,-116.5556667
6625,1.2,0.25339999999999996,62.9038,-150.461
6626,1.4,1.2147999999999999,60.6207,-146.8791
6627,0.34,0.009978,38.8313333,-122.8178333
6628,0.77,0.00313,38.8255005,-122.8538361
6629,1.64,0.008503,38.8368333,-122.8248333
6630,0.8,0.05,40.1646,-119.7971
6631,1.3,0.7617999999999999,61.7017,-146.4825
6632,1.9,0.704,54.3889,-161.7738
6633,1.4,0.043,38.5456,-119.5012
6634,3.7,0.5576,17.8718,-65.5571
6635,2.0,0.2702,60.0129,-153.1333
6636,1.6,0.1,31.698,-104.174
6637,0.74,0.06224,32.8976667,-115.8541667
6638,0.72,0.05994,33.3125,-115.6381667
6639,0.33,0.03527,33.5195,-116.759
6640,0.65,0.0268,34.0383333,-117.1445
6641,1.3,0.7144,57.8824,-155.9878
6642,0.3,0.037,36.8345,-115.94
6643,1.13,0.04261,33.2738333,-116.7823333
6644,0.78,0.00572,38.8260002,-122.7653351
6645,1.6,0.0,31.559,-104.12
6646,1.08,0.00594,38.8293343,-122.8105011
6647,4.4,1.926,36.7904,68.4001
6648,0.42,0.004981,38.7981667,-122.7878333
6649,0.77,0.01255,37.7503333,-122.0628333
6650,4.6,3.528,40.366,63.1164
6651,1.8,0.0,32.312,-101.828
6652,1.1,0.25339999999999996,62.2046,-150.1596
6653,1.9,0.1,28.543,-98.391
6654,1.2,0.7617999999999999,62.0012,-150.2639
6655,1.7,0.7436,59.0074,-136.4943
6656,0.76,0.01295,38.8431664,-122.8156662
6657,2.12,1.1704,19.293,-155.384333333333
6658,1.4,1.1911999999999998,61.3744,-150.3419
6659,0.87,0.1178,34.02,-117.1948333
6660,0.38,0.06137,33.6786667,-116.7766667
6661,2.5,0.7038,61.3573,-150.3199
6662,1.7,0.27020000000000005,61.6452,-151.5872
6663,1.25,0.05856,37.1633333,-121.5513333
6664,1.47,0.07538,39.2536667,-123.126
6665,1.52,0.006794,38.7875,-122.7435
6666,1.06,0.007206,38.7878333,-122.7438333
6667,0.76,0.1128,35.8056667,-117.6261667
6668,1.0,0.25339999999999996,63.3422,-145.4613
6669,0.9,0.04189,33.2731667,-116.782
6670,0.07,0.6996,60.03,-153.077
6671,1.5,0.2534,63.3503,-150.0427
6672,1.49,0.05163,36.3716667,-120.947
6673,2.2,0.25339999999999996,63.1426,-151.3444
6674,0.73,0.005044,38.8138351,-122.8280029
6675,1.0,0.7436,60.0543,-140.038
6676,1.72,0.122,34.6473333,-116.293
6677,1.5,0.7143999999999999,57.884,-156.014
6678,1.9,0.6996,60.0526,-152.1434
6679,0.71,0.007804,38.8311653,-122.8089981
6680,4.4,1.471,12.5967,-90.5056
6681,1.3,0.04584,36.3661667,-120.9561667
6682,2.1,0.1612,35.036,-116.9758333
6683,0.35,0.004452,38.7588333,-122.7293333
6684,1.4,0.0,31.626,-104.504
6685,1.1,0.155,44.41466666666667,-122.58333333333331
6686,1.26,0.01098,45.31166666666667,-121.64683333333332
6687,1.1,0.01425,38.8373337,-122.8366699
6688,0.96,0.1031,33.9311667,-116.7563333
6689,0.7,0.035,37.0046,-116.217
6690,0.9,0.7436,60.992,-141.2118
6691,0.41,0.05308,47.693,-120.10283333333334
6692,0.67,0.05192,47.7658333333333,-114.211
6693,1.1,0.2702,62.1396,-152.1678
6694,1.4,0.669,67.5354,-156.4421
6695,1.8,0.6165999999999999,54.6998,-160.9804
6696,0.82,0.008282,38.7923317,-122.7598343
6697,0.83,0.01304,38.8358345,-122.8191681
6698,1.4,0.6996,60.9399,-150.8842
6699,1.98000002,1.1704,19.2434997558594,-155.401992797852
6700,4.4,1.78,14.15,-91.2104
6701,4.0,2.974,-19.0914,-177.4788
6702,1.49,0.121,34.647,-116.2916667
6703,0.65,0.009508,38.847168,-122.815834
6704,1.7,0.25339999999999996,62.451,-149.3229
6705,2.9,0.354,42.871,-106.8996
6706,1.4,0.2702,63.1281,-151.3144
6707,0.4,0.01191,38.8343315,-122.8161697
6708,1.55,0.1106782811,36.037,-97.39766667
6709,1.4,0.25339999999999996,63.0208,-149.8519
6710,0.73,0.0119,38.8346672,-122.8150024
6711,0.09,0.1003,35.6428333,-117.5641667
6712,1.01,0.09797,37.5196667,-118.9566667
6713,1.12,0.03775,37.5048333,-121.6858333
6714,1.31,0.0708,34.3878333,-119.2138333
6715,1.7,0.0836,35.6803333,-121.2563333
6716,3.2,1.191,51.6954,-172.416
6717,0.78,0.009187,38.8219986,-122.774498
6718,0.79,0.08242,34.1998333,-117.4746667
6719,0.92,0.1166,33.4943333,-116.4135
6720,1.11,0.01301,38.7876663,-122.7580032
6721,1.67,0.2452,33.3471667,-116.3576667
6722,0.68,0.148,35.726,-118.0645
6723,0.93,0.02079,46.76083333333333,-121.91983333333332
6724,2.59,0.05333,17.9433333333333,-67.0931666666667
6725,4.7,3.001,37.828,141.7219
6726,1.68,0.02185,46.762,-121.9175
6727,1.3,0.7144,57.8143,-155.8855
6728,4.5,7.036,-11.9288,166.6498
6729,3.1,0.34859999999999997,53.2806,-168.7844
6730,1.9,0.6996,59.9458,-152.9226
6731,1.7,0.07421,38.8323333,-123.6258333
6732,1.5,0.7144,57.907,-156.0055
6733,0.78,0.06663,37.1318333,-121.5181667
6734,1.8,0.6828,61.5135,-150.1884
6735,0.61,0.366,52.2651666666667,-174.4055
6736,0.65,0.1478,35.7305,-118.0645
6737,1.3,1.1196,60.9203,-150.6507
6738,2.9,0.0,31.674,-104.422
6739,3.3,0.056,-20.2143,-70.1323
6740,1.44,0.01507,32.8568333,-115.7446667
6741,1.8,0.1,31.206,-103.761
6742,0.3,0.008607,38.779335,-122.7653351
6743,5.7,2.81,-20.4476,169.3836
6744,1.1,0.2534,62.8515,-150.5118
6745,0.7,0.01019,38.8321648,-122.8006668
6746,2.3,0.576,51.3804,-176.1596
6747,1.7,0.02704,36.283,-89.5138333333333
6748,0.88,0.35700000000000004,52.3098333333333,-174.181
6749,1.2,0.6996,61.4908,-151.123
6750,4.4,0.85,42.7487,142.5765
6751,1.7,0.7617999999999999,61.6417,-149.6843
6752,0.85,0.35700000000000004,52.3085,-174.183
6753,0.61,0.35700000000000004,52.3083333333333,-174.1765
6754,0.6,0.1058,34.0063333,-117.0083333
6755,1.4,1.2147999999999999,60.3291,-146.9161
6756,2.1,0.4952,59.7987,-153.6189
6757,1.28,0.259,54.7718333333333,-163.949833333333
6758,1.0,0.33199999999999996,63.3014,-151.9531
6759,1.6,1.1624,60.2923,-143.1281
6760,1.19,0.04769,33.4803333,-115.8096667
6761,0.77,0.0548,34.4016667,-119.0866667
6762,1.58,0.106179164,34.53,-97.49316667
6763,1.72,0.07309,33.2976667,-115.6755
6764,4.3,0.265,41.0879,19.9343
6765,4.6,1.584,-24.3153,-67.2876
6766,0.74,0.009874,38.8318329,-122.8166656
6767,0.98,0.03102,36.8046667,-121.3195
6768,1.4,0.7436,59.0088,-136.374
6769,2.0,0.0,31.67,-104.409
6770,1.6,0.0,31.683,-104.404
6771,5.1,0.457,51.5184,178.3647
6772,1.1,1.2147999999999999,60.7004,-147.8429
6773,1.9,0.162,37.3966,-117.0969
6774,1.6,0.6996,60.2353,-152.2184
6775,1.05,0.009552,38.8318329,-122.815834
6776,1.6,0.6996,60.3817,-152.0524
6777,1.3,0.7436,60.0507,-139.9866
6778,1.2,1.1624,60.4663,-143.02
6779,0.89,0.03242,34.2855,-116.9481667
6780,4.6,1.197,-33.4392,-68.7025
6781,1.11,0.07493,33.493,-116.485
6782,2.7,0.711,54.4889,-161.418
6783,0.99,0.07444,33.4938333,-116.4845
6784,1.3,0.25339999999999996,62.9683,-150.9516
6785,1.13,0.07461,33.4903333,-116.4916667
6786,0.78,0.01622,35.5968333,-117.8765
6787,1.36,0.3302,32.8621667,-117.61
6788,1.12,0.01679,38.8033333,-122.7385025
6789,0.0,0.032,36.6954,-116.325
6790,0.26,0.03064,34.0075,-117.1276667
6791,1.21,0.1068,36.1111667,-117.5826667
6792,4.1,0.513,51.3653,-176.2045
6793,1.1,0.2702,62.559,-151.2532
6794,1.8,0.7144,57.6691,-156.1813
6795,2.5,0.35439999999999994,57.6599,-156.1914
6796,1.17,0.01403,38.8416672,-122.8164978
6797,1.17,0.04105,33.2716667,-116.7831667
6798,1.9,0.0,31.748,-104.178
6799,4.5,10.034,-26.3411,71.6258
6800,1.9,1.4502,58.0285,-152.6595
6801,1.3,0.25339999999999996,63.2835,-149.6294
6802,1.08,0.01027,38.8016663,-122.7805023
6803,0.35,0.01039,38.8325,-122.8165
6804,0.74,0.05059,36.745,-121.3888333
6805,0.98,0.002154,37.875,-122.2545
6806,1.1,0.133,38.1838,-118.1531
6807,4.2,7.063,20.1534,147.6878
6808,2.86,0.03275,34.415,-119.167
6809,1.9,0.6958,53.1879,-166.714
6810,0.82,0.05736,34.0118333,-116.3878333
6811,1.8,0.2702,61.0351,-152.488
6812,0.78,0.03655,32.7706667,-115.4326667
6813,0.0,0.6996,60.0331666666667,-153.078333333333
6814,1.2,0.6996,60.9378,-150.9935
6815,1.8,0.6996,60.0675,-152.9451
6816,2.01999998,1.1704,19.1900005340576,-155.481826782227
6817,1.75,1.1704,19.2901668548584,-155.3818359375
6818,4.2,1.551,33.1702,45.9597
6819,1.31,0.01697,33.9851667,-118.3423333
6820,0.78,0.00938,38.8221664,-122.7845001
6821,1.4,0.0,31.672,-104.498
6822,1.7,0.1,31.603,-104.528
6823,1.4,0.7436,60.0057,-140.0801
6824,0.62,0.04084,33.9873333,-117.1835
6825,3.1,0.23220000000000002,51.6217,178.736
6826,1.0,0.7436,60.0447,-140.0364
6827,2.3,0.5810000000000001,54.0611,-162.9742
6828,0.15,0.0853,33.0256667,-116.4895
6829,1.06,0.002525,38.824501,-122.8071671
6830,1.6,0.25339999999999996,63.4892,-149.5651
6831,1.6,0.1,31.684,-104.353
6832,1.44,0.02762,38.9495,-123.159
6833,0.8,0.06294,40.5256667,-112.1728333
6834,1.8,0.6996,60.7432,-150.8746
6835,1.44,0.3162,54.7496666666667,-164.0965
6836,0.59,0.01447,36.769,-121.2955
6837,1.48,0.1449,39.5316667,-111.0793333
6838,0.61,0.03604,34.1223333,-117.4725
6839,2.23,0.2303,39.8358333,-120.7926667
6840,0.7,0.09845,33.2601667,-116.2803333
6841,2.98,0.08516,17.8885,-66.9275
6842,0.3,0.233,39.9248,-119.523
6843,3.27,0.3361,17.985,-65.3993333333333
6844,1.6,0.6996,60.0145,-152.7422
6845,1.19,0.006302,32.799,-115.4468333
6846,2.48,0.02362,17.9873333333333,-66.4265
6847,4.3,1.937,36.7829,68.3815
