,magnitude,dmin,latitude,longitude
2801,1.25,0.1546,46.9506666666667,-113.032666666667
2802,4.2,1.788,5.2884,125.8385
2803,0.7,0.001629,38.8381653,-122.8375015
2804,0.8,0.25339999999999996,62.8506,-150.1509
2805,1.63,0.0375,38.3938333,-122.7103333
2806,1.04,0.05224,33.4768333,-116.4543333
2807,1.4,0.25339999999999996,65.289,-148.9526
2808,1.2,0.003415,38.8349991,-122.7900009
2809,5.8,0.992,41.2104,142.2519
2810,2.6,0.2534,63.3954,-151.1003
2811,1.5,0.0,31.673,-104.4
2812,1.3,0.7924,57.8563,-154.7127
2813,1.4,0.0,31.651,-104.02
2814,0.33,0.009537,38.8375,-122.8025
2815,2.9,0.25339999999999996,62.1503,-149.618
2816,5.1,0.971,25.8744,128.45
2817,4.9,2.169,-8.0604,158.2463
2818,0.16,0.7156,58.1735,-155.3295
2819,1.3,1.2122,61.13,-148.2423
2820,2.1,0.0,31.713,-104.563
2821,1.44,0.03333,37.5493333,-122.413
2822,3.6,0.0,31.672,-104.535
2823,1.2,0.25339999999999996,62.2087,-150.1485
2824,1.8,0.0,31.676,-104.415
2825,2.16,0.15,40.2811667,-124.5385
2826,1.03,0.06392,34.0285,-116.8843333
2827,2.02,1.1704,19.2518329620361,-155.38166809082
2828,4.4,2.497,14.0159,-93.253
2829,1.36,0.6081,47.7351666666667,-110.5495
2830,0.97,0.03272,34.0608333,-116.9386667
2831,0.76,0.007853,38.7929993,-122.7621689
2832,0.21,0.07093,37.5263333,-118.8686667
2833,2.1,0.0,31.716,-104.284
2834,1.88,1.1704,19.1428337097168,-155.475494384766
2835,0.73,0.01141,38.779335,-122.7229996
2836,4.6,1.693,-9.5344,112.8137
2837,1.4,0.0,31.714,-104.525
2838,0.42,0.01034,38.8455,-122.8171667
2839,1.1,0.06816,37.13,-121.5218333
2840,0.76,0.004082,38.8271675,-122.8516693
2841,1.61,0.1507,36.1775,-118.0258333
2842,5.3,9.595,0.9017,-29.0073
2843,0.73,0.006598,38.821167,-122.8546677
2844,0.63,0.01561,38.785,-122.7605
2845,1.41,0.05168,47.55266666666667,-122.32533333333332
2846,2.4,0.0,32.896,-100.891
2847,1.47,0.01086,38.7803345,-122.7233353
2848,1.75,1.1704,19.1631660461426,-155.456329345703
2849,0.21,0.008425,38.8428345,-122.8261642
2850,2.6,0.0788,49.2685,-119.53766666666668
2851,2.5,0.0,32.894,-100.891
2852,4.5,1.085,-5.5699,130.2125
2853,1.05,0.00998,38.788166,-122.7478333
2854,1.28,0.01274,38.7879982,-122.7573318
2855,0.64,0.009373,38.8445015,-122.8261642
2856,0.23,0.04977,44.6481667,-111.0641667
2857,1.7,0.6996,60.9283,-151.8034
2858,0.65,0.04971,33.4758333,-117.3705
2859,1.09,0.04552,34.021,-116.7556667
2860,1.44,0.1113,34.6315,-119.1596667
2861,0.56,0.04533,44.6408333,-111.0605
2862,0.61,0.04634,37.8003333,-122.0081667
2863,1.9,0.25339999999999996,63.1103,-149.7321
2864,0.89,0.03848,44.6361667,-111.0676667
2865,1.95,0.08502,32.4795,-115.2025
2866,0.66,0.0325,33.2106667,-116.7343333
2867,4.1,0.968,-21.0593,-68.4514
2868,1.6,0.6996,59.5642,-152.3433
2869,1.26,0.043,46.952333333333335,-120.56216666666668
2870,1.36,0.006555,38.7975006,-122.7523346
2871,1.82,0.1054,32.4733333,-115.1976667
2872,0.24,1.2218,58.1336666666667,-154.801666666667
2873,0.6,0.04135,44.6385,-111.0653333
2874,0.42,0.04704,44.645,-111.0643333
2875,0.0,0.079,36.5884,-116.2701
2876,0.16,0.05025,44.6475,-111.0615
2877,0.59,0.04205,44.6401667,-111.0668333
2878,1.71,0.04061,35.6555,-117.4721667
2879,0.72,0.04071,44.64,-111.0698333
2880,3.24,0.104,40.6243333,-123.6251667
2881,1.1,1.2122,61.3411,-148.0465
2882,0.66,0.04265,44.6395,-111.0641667
2883,0.46,0.04916,44.64,-111.0513333
2884,2.1,0.6996,59.918,-151.6823
2885,2.28999996,1.1704,19.1848335266113,-155.485504150391
2886,4.3,0.173,-20.3139,-69.177
2887,0.75,0.0366,44.6605,-111.015
2888,1.49,0.1034,33.4136667,-116.4345
2889,1.6,0.25339999999999996,63.3998,-150.2227
2890,2.47,0.03571,38.3943333,-122.618
2891,0.88,0.02842,33.6896667,-117.0275
2892,0.87,0.04543,44.6411667,-111.0608333
2893,1.6,1.2147999999999999,61.2061,-146.9445
2894,1.7,0.0,31.654,-104.467
2895,0.0,0.2412,53.3876666666667,-168.193166666667
2896,0.79,0.06599,47.8855,-114.703166666667
2897,0.59,1.2218,58.4511666666667,-154.391166666667
2898,1.69,0.04585,34.2388333333333,-81.2793333333333
2899,1.43,0.1402,41.8371667,-112.604
2900,0.9,0.009274,38.8395004,-122.8236694
2901,1.54,0.1102,34.6316667,-119.1566667
2902,2.05,0.01879,37.4285,-118.4525
2903,1.3,0.25339999999999996,62.2288,-149.1909
2904,1.14,0.03562,36.5503333,-121.107
2905,1.91,0.02908,36.2245,-120.3626667
2906,2.02999997,1.1704,19.2471675872803,-155.406829833984
2907,0.58,0.04674,33.484,-116.7558333
2908,1.57,0.03346,37.5498333,-122.4093333
2909,0.44,0.006063,38.8173332,-122.8326645
2910,0.7,0.25339999999999996,64.7508,-147.7544
2911,1.93,0.04743,17.9473333333333,-66.9511666666667
2912,1.48,0.02242,35.6456667,-117.4375
2913,1.4,0.048,39.5367,-120.3608
2914,1.05,0.009113,38.8308334,-122.8168335
2915,0.76,0.009189,38.8308334,-122.8170013
2916,1.41,0.152,36.1805,-118.0258333
2917,1.5,0.2702,62.2173,-151.0014
2918,0.15,0.02514,44.7946667,-110.8163333
2919,4.5,2.787,17.6593,-94.6727
2920,1.83000004,1.1704,19.2541675567627,-155.407836914062
2921,1.5,0.581,38.0642,-116.2561
2922,3.8,1.2904,19.6165,-64.6971
2923,4.4,3.831,-16.1292,-73.6024
2924,1.3,0.2702,62.0012,-150.78
2925,1.4,0.6828,61.9567,-150.3024
2926,1.8,0.0,31.682,-104.456
2927,3.1,0.3556,57.6035,-153.7979
2928,1.9,0.2534,62.8516,-151.0621
2929,2.0,0.9572,54.6949,-160.5173
2930,1.51,1.1704,19.2441666666667,-155.395333333333
2931,0.75,0.004578,38.7966652,-122.7626648
2932,1.7,0.7617999999999999,61.4758,-146.5273
2933,1.19,0.1213,46.7086666666667,-113.959333333333
2934,0.7,0.01355,38.8376656,-122.807663
2935,0.51,0.4356,52.0706666666667,-176.1115
2936,2.0,1.1332,60.9011,-150.6751
2937,1.26,0.1769,35.4993333,-118.39
2938,0.71,0.3157,46.1533333333333,-111.898166666667
2939,2.0,0.8413999999999999,55.4896,-159.3995
2940,0.77,0.3556,58.2911666666667,-154.981833333333
2941,0.89,0.1418,44.794,-110.5135
2942,0.54,0.1198,46.7101666666667,-113.959833333333
2943,1.55,0.1054,45.5605,-119.74416666666669
2944,2.5,0.0268,36.0093333,-117.8096667
2945,0.73,0.01111,38.8296661,-122.7983322
2946,4.9,7.121,-12.4973,166.5061
2947,1.55,0.00881,33.8756667,-118.2658333
2948,1.03,0.01061,38.8185005,-122.7935028
2949,2.04999995,1.1704,19.154167175293,-155.477005004883
2950,4.8,3.043,30.7728,142.1095
2951,0.69,0.01167,38.8343315,-122.8153305
2952,1.81,0.41059999999999997,52.8763333333333,-169.472666666667
2953,2.9,0.25339999999999996,62.1649,-149.6584
2954,1.7,0.7617999999999999,61.7696,-146.2952
2955,2.4,1.889,58.0655,-151.4977
2956,1.41,0.05314,39.3373333,-123.2516667
2957,0.4,0.01987,38.7926674,-122.7624969
2958,2.1,1.0302,58.9526,-152.85
2959,1.4,0.4952,60.0733,-153.2372
2960,1.31,0.05739,44.6253333333333,-112.461
2961,0.42,1.2218,58.2685,-154.8325
2962,1.7,0.3468,62.8476,-143.7238
2963,1.9,0.1,31.953,-102.046
2964,0.6,0.1204,34.0075,-117.1813333
2965,4.6,2.631,-15.3699,-173.0275
2966,1.24,0.09896,48.93383333333333,-122.93166666666669
2967,0.54,0.05417,33.9823333,-117.2226667
2968,0.22,0.0642,33.6843333,-116.7841667
2969,1.0,0.179,37.4028,-117.0767
2970,4.7,3.182,-14.9382,-75.5739
2971,3.0,0.213,52.6941,-178.7061
2972,4.4,5.242,18.8418,145.3405
2973,0.75,0.006332,38.8025017,-122.8323364
2974,1.1,0.6996,61.1685,-152.2089
2975,5.9,3.619,18.849,145.2974
2976,1.17,0.188962919,36.48183333,-97.2435
2977,1.78999996,1.1704,19.3875007629395,-155.257995605469
2978,0.71,0.02146,33.346,-116.8386667
2979,2.53,0.09192,36.1813333,-118.0276667
2980,1.6,0.0,31.713,-104.273
2981,0.95,0.0774,32.9805,-115.9111667
2982,1.16,0.1118,37.4665,-118.8078333
2983,0.97,0.05606,35.9595,-117.9258333
2984,0.67,0.06968,33.5036667,-116.4778333
2985,1.17,0.03991,34.0663333,-116.7776667
2986,2.03999996,1.1704,19.1816673278809,-155.485000610352
2987,1.16,0.01289,38.7816667,-122.757
2988,1.7,0.6996,60.6931,-151.9055
2989,1.48,1.1704,19.2526666666667,-155.409333333333
2990,1.13,0.01171,38.7803345,-122.757164
2991,1.1,0.25339999999999996,65.2976,-148.974
2992,1.83,0.05433,34.316,-116.4411667
2993,3.0,1.327,48.598,-69.1172
2994,4.2,4.158,-7.4192,127.7563
2995,0.88,0.0226,46.7693333333333,-112.318
2996,1.33,0.07579,44.2838333,-110.6296667
2997,1.1,0.1399,33.034,-115.9951667
2998,1.93,0.3573,36.891,-112.4043333
2999,1.78999996,1.1704,19.291166305542,-155.39616394043
3000,4.9,3.189,10.2685,125.3114
3001,1.95,0.07086,17.9951666666667,-66.8078333333333
3002,0.41,0.46719999999999995,54.589,-164.7705
3003,0.66,0.259,54.7573333333333,-163.9595
3004,1.3,0.2534,65.3037,-148.9446
3005,1.2,0.25339999999999996,65.3046,-148.9298
3006,1.4,0.25339999999999996,63.6164,-149.7833
3007,1.38,0.09226,48.104,-123.23483333333331
3008,1.99000001,1.1704,19.1949996948242,-155.501159667969
3009,0.01,0.3048,51.8593333333333,-178.045166666667
3010,0.92,0.02238,36.057,-120.6196667
3011,0.64,0.07507,33.7016667,-116.8035
3012,1.9,0.25339999999999996,62.4928,-149.1327
3013,0.84,0.1019,37.488,-118.831
3014,0.24,0.005171,38.7583333,-122.73
3015,0.92,0.05214,37.393,-121.6545
3016,1.08,0.01051,38.8243332,-122.796669
3017,1.34,0.2464,51.6306666666667,-178.791333333333
3018,1.5,0.25339999999999996,62.8212,-148.8013
3019,0.61,0.01614,38.8168333,-122.7588333
3020,4.5,1.48,2.5166,-79.6913
3021,0.36,0.002681,46.19716666666667,-122.19
3022,0.7000000000000001,0.003633,46.19616666666667,-122.19033333333331
3023,0.43,0.008285,38.7825,-122.7261667
3024,0.1,0.7156,58.2491666666667,-155.141
3025,0.12,0.02852,38.4788333,-112.8423333
3026,0.75,0.01126,38.8068352,-122.8150024
3027,0.89,0.03103,38.481,-112.837
3028,1.31,0.1831,46.8213333333333,-111.606333333333
3029,4.2,6.936,46.1703,151.9626
3030,2.4,0.25339999999999996,62.1074,-148.2081
3031,0.38,0.05867,46.7745,-121.96383333333333
3032,1.4,1.9007999999999998,60.4395,-143.9275
3033,4.6,6.444,46.017,151.9922
3034,1.12,0.009517,38.831501,-122.8036652
3035,0.78,0.2632,51.8305,-178.775166666667
3036,0.6,0.3414,51.8628333333333,-177.913666666667
3037,0.79,0.0744,36.9278333,-121.416
3038,0.04,0.34140000000000004,51.8643333333333,-177.9165
3039,0.81,0.01015,38.8154984,-122.8193359
3040,4.2,4.889,48.3862,155.7374
3041,1.9,0.25339999999999996,63.1011,-150.7218
3042,4.4,0.376,17.2701,-95.2305
3043,1.11,0.005569,38.8056679,-122.7566681
3044,1.4,0.25339999999999996,64.939,-147.4563
3045,0.5700000000000001,0.0366,46.78716666666666,-121.96666666666668
3046,0.53,0.337,51.8581666666667,-177.823333333333
3047,1.05,0.1233,40.7023333,-111.5695
3048,1.94,0.3772,37.82,-112.481
3049,1.05,0.01971,38.8139992,-122.7411652
3050,0.33,0.01156,38.7805,-122.7578333
3051,0.42,1.2218,58.4683333333333,-154.600666666667
3052,0.75,0.004324,38.8131676,-122.829834
3053,0.81,0.01823,38.8139992,-122.7438354
3054,0.62,0.04149,46.769666666666666,-121.95916666666666
3055,2.30999994,1.1704,19.1833324432373,-155.48567199707
3056,1.08,0.01988,38.8138351,-122.7406693
3057,1.17,0.03895,46.772,-121.961
3058,0.38,0.0775,46.764833333333335,-121.96266666666666
3059,4.4,16.529,-50.0275,115.8779
3060,0.52,0.03655,33.5148333,-116.5655
3061,1.7,0.01702,37.4368333,-121.7873333
3062,0.42,0.011,38.7728333,-122.7413333
3063,4.3,4.005,45.3308,148.0246
3064,4.2,3.217,-15.6872,-174.5609
3065,1.31,0.7436,57.0331666666667,-136.198166666667
3066,1.73,0.3468,36.8803333,-112.4238333
3067,0.06,0.7156,58.1718333333333,-155.379
3068,4.3,1.749,-6.2802,129.8031
3069,0.48,0.009065,38.7916667,-122.7578333
3070,4.1,0.851,-35.0152,-71.9199
3071,0.92,0.03509,35.63,-117.4261667
3072,2.1,0.1,31.661,-104.327
3073,1.8,0.1,32.802,-100.659
3074,1.94,0.3508,36.8858333,-112.4155
3075,4.7,1.333,0.8222,119.4799
3076,1.44,0.08762,35.7033333,-121.0491667
3077,0.42,0.02914,38.4808333,-112.8398333
3078,2.36,0.0278,36.2275,-120.3651667
3079,0.45,0.008346,38.7779999,-122.760498
3080,2.9,2.112,67.4788,-170.0797
3081,1.13,0.02997,44.7243333,-110.639
3082,4.4,3.462,43.4429,147.4384
3083,0.58,0.04933,44.7275,-110.642
3084,1.58,0.03269,44.7271667,-110.6363333
3085,0.33,1.2218,58.3398333333333,-154.683333333333
3086,1.27,0.01246,38.7883333,-122.757
3087,1.5,0.01251,38.7881667,-122.758
3088,0.21,0.426,53.7995,-166.436833333333
3089,4.7,7.209,-13.6979,171.8404
3090,1.4,0.6996,61.3752,-150.7078
3091,1.5,0.0,31.664,-104.53
3092,1.31,0.426,53.8038333333333,-166.4495
3093,0.38,0.1189,40.6975,-111.5696667
3094,0.13,0.1397,33.4643333,-116.3983333
3095,1.71000004,1.1704,19.2986660003662,-155.385833740234
3096,1.48,0.1429,44.885,-122.91733333333332
3097,1.13,0.04977,33.9625,-116.7713333
3098,0.24,0.01659,38.84,-122.8095
3099,1.74000001,1.1704,19.2576675415039,-155.40966796875
3100,1.1,0.01239,38.8053322,-122.8239975
3101,2.0,0.5273999999999999,57.1948,-155.4671
3102,4.8,4.882,-16.3028,-174.5362
3103,0.72,0.03122,33.68,-116.7176667
3104,0.79,0.002272,38.8233337,-122.8071671
3105,1.47,0.06256,44.6161666666667,-112.475833333333
3106,1.75,1.1704,19.2076663970947,-155.481994628906
3107,0.9,0.25339999999999996,65.232,-148.9755
3108,1.2,0.25339999999999996,65.2994,-148.9458
3109,1.06,0.08525,36.616,-121.1578333
3110,0.82,0.0036,38.8269997,-122.8099976
3111,1.6,0.0,31.715,-104.286
3112,0.34,0.02924,44.76,-110.8403333
3113,4.1,3.602,55.7596,162.6459
3114,3.5,0.1,32.761,-100.658
3115,0.88,0.347,47.4458333333333,-112.768666666667
3116,0.71,0.01593,38.8393326,-122.810997
3117,1.02,0.004509,38.8366661,-122.7956696
3118,3.55,0.921,19.3001,-67.3793
3119,1.51,0.05079,35.8026666666667,-90.0698333333333
3120,1.11,0.04589099462,36.536,-98.9655
3121,1.15,0.01358,38.8185005,-122.7616653
3122,2.2,0.0,31.632,-103.999
3123,1.4,0.6996,60.1599,-152.5191
3124,1.02,0.09373,37.4785,-118.7815
3125,2.19,1.1704,19.2853333333333,-155.384333333333
3126,0.8,0.033,36.6583,-116.3942
3127,1.17,0.008949,38.7916679,-122.7593307
3128,0.6,0.07247,34.0101667,-117.2166667
3129,1.14,0.06346,34.0103333,-117.1838333
3130,2.8,0.5886,67.3226,-156.3953
3131,1.6,1.9007999999999998,60.0703,-145.4921
3132,2.02999997,1.1704,19.1639995574951,-155.492004394531
3133,0.77,0.04191,37.0671667,-121.4895
3134,0.29,0.4356,52.0766666666667,-176.091
3135,0.28,0.2412,53.3938333333333,-168.176666666667
3136,0.89,0.0766,34.2001667,-117.5786667
3137,2.11,0.06827,38.5268333,-122.6483333
3138,1.6,0.1,31.667,-104.324
3139,0.78,0.02358,33.3478333,-116.3798333
3140,0.43,0.02557,44.795,-110.8158333
3141,2.71,1.1704,18.9796666666667,-155.4465
3142,0.93,0.05149,32.9303333,-116.2493333
3143,1.22,0.05274,36.5811667,-121.105
3144,2.5,0.061,45.3067,-112.6323
3145,1.52,0.07009,36.0723333,-118.926
3146,4.9,3.174,-2.9248,100.1144
3147,3.49,0.0639,18.4136,-66.5213
3148,2.17,0.03544,18.0,-66.8526666666667
3149,0.51,0.2412,53.3418333333333,-168.315666666667
3150,0.87,0.004784,38.8106651,-122.8235016
3151,1.2,0.6828,62.0681,-150.3079
3152,0.9,0.0111,38.7816667,-122.7226667
3153,0.89,0.07265,35.6735,-117.5123333
3154,0.98,0.01208,38.7925,-122.7466667
3155,2.61,0.009852,38.7908333,-122.7581667
3156,0.58,0.0647,44.62,-112.476833333333
3157,1.8,0.0,32.295,-101.804
3158,1.6,0.0,31.711,-104.526
3159,1.8,0.0,31.667,-104.373
3160,0.55,0.02717,33.5415,-116.5828333
3161,1.72,1.1704,19.3831672668457,-155.246505737305
3162,1.12,0.03872,35.6626667,-117.4711667
3163,0.4,0.06154,33.6548333,-116.774
3164,0.57,0.06686,33.66,-116.7758333
3165,1.2,0.25339999999999996,63.7688,-147.751
3166,1.5,0.6996,61.0548,-151.4703
3167,1.5,0.0,31.64,-104.015
3168,1.13,0.03923,33.2373333,-116.6585
3169,0.99,0.04813,34.0136667,-116.8596667
3170,1.94,0.3494,36.8905,-112.4151667
3171,0.71,0.0385,33.4588333,-116.5851667
3172,1.77,0.07898,32.5826667,-115.6758333
3173,3.8,0.423,52.5412,-174.881
3174,1.6,0.0,31.684,-104.409
3175,1.93,0.3577,36.8951667,-112.4018333
3176,1.19,0.312,46.3141666666667,-112.851166666667
3177,4.1,1.214,50.1691,179.1554
3178,0.71,0.1025798703,34.52316667,-97.4865
3179,2.48,0.08104,40.3418333,-124.4246667
3180,4.0,1.1966,18.225,-68.642
3181,2.01,0.01646,17.9553333333333,-67.0351666666667
3182,0.05,0.03305,46.796,-121.93233333333332
3183,2.92,0.0372,18.0423333333333,-66.7601666666667
3184,1.8,0.6996,60.4503,-152.0674
3185,1.07,0.007344,38.815834,-122.8261642
3186,4.5,0.358,-1.2454,-77.7656
3187,0.65,0.2414,45.5426666666667,-111.751
3188,0.67,0.007548,38.8468333,-122.8645
3189,2.44,1.1704,19.2958335876465,-155.384506225586
3190,1.9,0.25339999999999996,63.2561,-150.6124
3191,0.9,0.2702,63.3037,-151.0647
3192,1.2,0.25339999999999996,62.9657,-150.6691
3193,1.2,0.09,38.1809,-117.8725
3194,1.01,0.02504,36.8175,-121.5548333
3195,1.3,0.25339999999999996,63.4808,-147.067
3196,0.3,0.024,36.7022,-116.3546
3197,2.00999999,1.1704,18.9486675262451,-155.334503173828
3198,1.4,1.2122,61.0914,-148.2623
3199,2.0,0.25339999999999996,62.6112,-150.2953
3200,2.1,0.25339999999999996,62.6543,-151.2527
3201,1.04,0.00948,38.8310013,-122.817337
3202,0.31,0.7436,57.061,-135.6845
3203,0.77,0.009504,38.8308334,-122.8176651
3204,0.08,0.7156,58.1636666666667,-155.375166666667
3205,4.5,1.637,5.533,124.9855
3206,4.2,0.586,-23.1241,-69.1247
3207,1.5,0.0,31.711,-104.531
3208,0.46,0.39180000000000004,52.1401666666667,-176.1795
3209,2.6,0.0,32.108,-102.216
3210,0.76,0.03972,33.648,-116.7143333
3211,0.5,0.03877,33.6511667,-116.7151667
3212,1.7,0.1,31.656,-104.602
3213,1.04,0.08734,35.6733333,-117.5305
3214,1.93,0.415,44.4295,-115.209
3215,0.56,0.005397,38.8235,-122.8031667
3216,5.5,10.626,-3.7745,151.2707
3217,4.3,2.64,36.4842,71.2399
3218,1.22,0.00946,38.8311667,-122.817
3219,0.91,0.006861,38.8151665,-122.8256683
3220,0.92,0.0104,38.831665,-122.8181686
3221,2.55,0.05052,32.3991667,-115.1245
3222,1.3,1.1911999999999998,61.639,-150.0083
3223,2.0,0.3,28.36,-98.523
3224,0.79,0.30479999999999996,51.8661666666667,-177.928333333333
3225,0.35,0.3414,51.8688333333333,-177.921833333333
3226,4.4,1.73,34.2937,141.3359
3227,1.54,0.03687,40.6063333,-122.1763333
3228,1.03,0.01162,38.7895012,-122.7553329
3229,1.2,0.07262,38.4485,-122.5146667
3230,0.71,0.03482,33.598,-116.8055
3231,1.14,0.04049,39.2748333,-123.2326667
3232,0.83,0.08124,35.6831667,-117.521
3233,0.46,0.39180000000000004,52.0518333333333,-176.132166666667
3234,2.0,0.6828,61.4006,-150.6583
3235,1.2,0.25339999999999996,63.971,-150.5371
3236,0.76,0.3414,51.8658333333333,-177.923333333333
3237,1.24,0.09444,38.6885,-122.496
3238,1.3,0.09894,37.5125,-118.9066667
3239,0.65,0.3414,51.8631666666667,-177.923166666667
3240,1.48,0.02189,33.3473333,-116.3761667
3241,2.5,0.2534,62.2233,-149.3455
3242,1.84,0.07695,40.5221667,-124.4178333
3243,0.18,0.004449,46.196333333333335,-122.18866666666666
3244,0.38,0.001383,38.8286667,-122.8558333
3245,1.56,0.06166,33.6573333,-116.7815
3246,1.3,0.25339999999999996,63.5438,-147.873
3247,4.9,0.349,-7.5536,107.3097
3248,2.7,0.2,32.127,-101.114
3249,1.83,0.07104,34.3408333333333,-81.3076666666667
3250,1.2,0.25339999999999996,62.7878,-148.5867
3251,1.97,0.2498,39.1181667,-110.8448333
3252,4.1,17.444,18.995,145.223
3253,2.17000008,1.1704,19.3043327331543,-155.383834838867
3254,0.76,0.004003,38.822834,-122.8050003
3255,1.98,0.005351,38.8215,-122.8036667
3256,1.15,0.04576,37.8226667,-121.8953333
3257,1.09,0.04699,37.8251667,-121.897
3258,0.68,0.05651,37.5335,-118.8328333
3259,2.00999999,1.1704,19.2431659698486,-155.385833740234
3260,4.2,0.637,13.2983,-90.0006
3261,1.59,0.05737,32.9708333,-115.8898333
3262,4.4,10.148,9.6619,126.3622
3263,4.5,2.859,9.7604,126.6035
3264,0.38,0.02035,46.88966666666666,-121.7435
3265,0.76,0.05709,46.34433333333333,-122.40266666666666
3266,2.05,0.04489,35.666,-117.4788333
3267,1.6,0.25339999999999996,61.9794,-149.6218
3268,0.66,0.1664,47.4515,-119.90066666666668
3269,4.2,1.617,5.5221,125.0746
3270,0.07,0.0234,38.4951667,-112.8376667
3271,4.6,6.737,-14.4515,167.3605
3272,1.25,0.1712,37.18,-112.8871667
3273,2.1400001,1.1704,19.1806659698486,-155.475173950195
3274,0.41,0.1884,47.7333333333333,-113.809333333333
3275,1.54,0.3646,44.6598333333333,-114.3705
3276,2.0,0.0,31.676,-104.406
3277,2.1400001,1.1704,19.1881675720215,-155.461837768555
3278,1.9,0.6996,60.2545,-152.5644
3279,1.9,0.0,31.739,-104.11
3280,1.48,0.004977,38.826,-122.8298333
3281,1.2,0.08,37.3193,-117.8919
3282,1.11,0.01402,38.7868347,-122.7563324
3283,0.51,0.01304,38.7815018,-122.7563324
3284,0.75,0.01053,38.8180008,-122.8216629
3285,1.01,0.1883,47.7276666666667,-113.818
3286,0.55,0.193,47.735,-113.797833333333
3287,4.2,2.3785999999999996,56.8744,-149.3136
3288,0.34,0.01456,44.7401667,-111.2101667
3289,1.6,0.03476,37.5483333,-122.4101667
3290,2.31,0.1481,39.509,-123.0053333
3291,1.84,0.2464,51.63,-178.748833333333
3292,0.45,0.01486,38.7858333,-122.7618333
3293,1.86000001,1.1704,19.1761665344238,-155.489334106445
3294,0.16,0.6996,61.187,-152.270166666667
3295,4.9,3.405,-32.6751,-178.0906
3296,1.09,0.0087,38.7765,-122.7296667
3297,1.4,1.1911999999999998,61.6574,-150.2837
3298,0.7,0.001979,38.8378334,-122.8378296
3299,0.73,0.006754,38.7900009,-122.7366638
3300,1.6,1.1911999999999998,61.115,-150.2493
3301,1.58,0.08891,39.5655,-123.36
3302,0.8,0.01685,33.1611667,-115.964
3303,1.6,1.1911999999999998,61.4015,-150.1173
3304,1.07,0.01082,38.8313332,-122.8195038
3305,1.6,0.09423,37.265,-118.521
3306,1.3,0.25339999999999996,62.1784,-150.1069
3307,4.3,2.021,38.9509,142.1608
3308,0.02,0.6996,60.0881666666667,-152.939333333333
3309,0.85,0.1058,33.9911667,-116.9691667
3310,0.63,0.028,33.6056667,-116.6283333
3311,1.07,0.03187,33.5983333,-116.6356667
3312,1.07,0.009823,38.8325005,-122.8148346
3313,1.6,0.25339999999999996,62.9454,-148.7167
3314,0.74,0.05822,33.4936667,-116.4856667
3315,1.5,0.25339999999999996,62.179,-150.1174
3316,2.03,0.07024,32.4145,-115.2221667
3317,2.95,0.08092,32.4016667,-115.2116667
3318,2.86,0.07078,32.418,-115.2213333
3319,1.2,0.098,38.1872,-117.8616
3320,1.13,0.6692,47.608,-111.648
3321,3.17,1.1704,19.313,-155.2245
3322,4.1,0.279,52.1684,-176.6129
3323,1.5,0.0,31.551,-104.155
3324,1.17,0.2464,39.1113333,-110.8405
3325,1.6,0.25339999999999996,62.4593,-148.0207
3326,0.47,0.04352,33.4888333,-116.7565
3327,1.4,0.00924,38.7525,-122.7226667
3328,0.33,0.001859,38.838,-122.7926667
3329,0.7,0.08081,40.7288333,-112.0711667
3330,1.01,0.04522,36.1316667,-120.1978333
3331,0.59,0.09292,35.864,-117.673
3332,2.75,0.08021,32.3985,-115.1836667
3333,1.25,1.1704,19.4221666666667,-155.272333333333
3334,1.81,0.1496,40.2496667,-121.3911667
3335,0.31,0.7156,58.1705,-155.380166666667
3336,2.0,0.25339999999999996,61.757,-149.7188
3337,3.1,0.2534,61.7515,-149.6953
3338,1.8,0.0,31.583,-103.957
3339,1.05,0.01099,38.779335,-122.7570038
3340,1.09,0.01073,38.7795,-122.7578333
3341,4.2,0.396,36.3438,27.6584
3342,0.79,0.1334,40.7001667,-111.5751667
3343,0.2,0.054,36.6554,-116.2735
3344,0.3,0.015,36.8538,-115.9562
3345,0.49,0.04284,33.0125,-116.427
3346,2.9,0.24,51.3174,-178.7446
3347,0.0,0.057,36.6547,-116.2685
3348,2.9,0.844,54.2823,-161.49
3349,1.61,0.01124,38.794,-122.7306667
3350,0.81,0.002531,38.8408318,-122.836998
3351,1.5,0.7618,61.3641,-146.7668
3352,4.1,2.062,-5.976,128.4271
3353,1.9,0.041,39.6463,-119.6585
3354,4.4,0.999,12.6068,145.0861
3355,1.41,0.1706,35.5083333,-118.3843333
3356,2.57,0.08133,17.8968333333333,-66.9041666666667
3357,1.9,0.25339999999999996,62.0457,-149.0846
3358,2.48,0.02616,17.9501666666667,-66.8881666666667
3359,1.4,0.316,39.4819,-118.4616
3360,1.38,0.0889,35.702,-121.0471667
3361,1.8,0.0,31.741,-104.112
3362,0.69,0.05838,33.492,-116.4846667
3363,0.74,0.06357,33.4911667,-116.4913333
3364,0.56,0.01584,35.9326667,-120.4808333
3365,0.64,0.01806,40.4545,-111.9298333
3366,1.6,0.25339999999999996,63.0562,-149.7621
3367,1.03,0.04142,37.3348333,-121.6938333
3368,2.17,0.06965,32.4116667,-115.2231667
3369,2.15,0.1746,36.8955,-112.3965
3370,0.89,0.2408,43.59866666666667,-120.74283333333334
3371,1.4,0.2534,63.8746,-148.506
3372,2.54,1.1704,19.1438331604004,-155.369338989258
3373,1.16,0.0339,47.8015,-122.8635
